identity,review_id,series_name,publish_time,corpus_source,platform,content_source,rating_overall,platform_rating_overall,platform_rating_overall_sentiment,platform_rating_overall_polarity,platform_rating_appearance,platform_rating_appearance_sentiment,platform_rating_appearance_available,platform_rating_interior,platform_rating_interior_sentiment,platform_rating_interior_available,platform_rating_space,platform_rating_space_sentiment,platform_rating_space_available,platform_rating_power,platform_rating_power_sentiment,platform_rating_power_available,platform_rating_control,platform_rating_control_sentiment,platform_rating_control_available,platform_rating_comfort,platform_rating_comfort_sentiment,platform_rating_comfort_available,platform_rating_fuel_consumption,platform_rating_fuel_consumption_sentiment,platform_rating_fuel_consumption_available,platform_rating_configuration,platform_rating_configuration_sentiment,platform_rating_configuration_available,platform_rating_intelligence,platform_rating_intelligence_sentiment,platform_rating_intelligence_available,platform_rating_value,platform_rating_value_sentiment,platform_rating_value_available,text_global_positive_cues,text_global_negative_cues,text_global_polarity,text_appearance_mentioned,text_appearance_positive_cues,text_appearance_negative_cues,text_appearance_polarity,text_interior_mentioned,text_interior_positive_cues,text_interior_negative_cues,text_interior_polarity,text_space_mentioned,text_space_positive_cues,text_space_negative_cues,text_space_polarity,text_power_mentioned,text_power_positive_cues,text_power_negative_cues,text_power_polarity,text_control_mentioned,text_control_positive_cues,text_control_negative_cues,text_control_polarity,text_comfort_mentioned,text_comfort_positive_cues,text_comfort_negative_cues,text_comfort_polarity,text_fuel_consumption_mentioned,text_fuel_consumption_positive_cues,text_fuel_consumption_negative_cues,text_fuel_consumption_polarity,text_configuration_mentioned,text_configuration_positive_cues,text_configuration_negative_cues,text_configuration_polarity,text_intelligence_mentioned,text_intelligence_positive_cues,text_intelligence_negative_cues,text_intelligence_polarity,text_value_mentioned,text_value_positive_cues,text_value_negative_cues,text_value_polarity
dongchedi::7553315477428703256,7553315477428703256,海狮06EV,2025-09-24 00:18:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,9,37,-1,1,0,1,-1.0,1,1,2,-1.0,1,0,3,-1.0,0,0,0,,1,3,3,0.0,1,3,2,1.0,1,0,7,-1.0,1,5,3,1.0,1,0,5,-1.0,1,3,7,-1.0
dongchedi::7554151227085295641,7554151227085295641,海狮06EV,2025-09-26 06:04:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,6,20,-1,0,0,0,,1,0,1,-1.0,1,0,2,-1.0,0,0,0,,1,0,2,-1.0,0,0,0,,1,0,4,-1.0,1,1,0,1.0,1,0,2,-1.0,1,3,2,1.0
dongchedi::7560158747394314265,7560158747394314265,海狮06EV,2025-10-12 10:42:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,3.0,0.0,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,0,1,1,2,0,1.0,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0,1,2,0,1.0,0,0,0,,1,2,0,1.0,1,2,0,1.0
dongchedi::7561969045579255832,7561969045579255832,海狮06EV,2025-10-17 07:46:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,4,25,-1,1,0,4,-1.0,1,0,5,-1.0,1,1,2,-1.0,1,0,1,-1.0,1,0,1,-1.0,1,0,2,-1.0,1,1,4,-1.0,0,0,0,,1,0,3,-1.0,1,2,2,0.0
dongchedi::7562191733803470873,7562191733803470873,海狮06EV,2025-10-17 22:16:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.5,0.25,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,25,14,1,1,6,1,1.0,1,6,2,1.0,1,6,6,0.0,1,1,1,0.0,1,6,2,1.0,1,6,3,1.0,1,2,5,-1.0,1,1,3,-1.0,1,3,1,1.0,1,6,2,1.0
dongchedi::7562216823429550142,7562216823429550142,海狮06EV,2025-10-18 00:58:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,8,12,-1,1,0,1,-1.0,1,1,0,1.0,1,2,1,1.0,1,0,3,-1.0,1,1,2,-1.0,1,1,0,1.0,1,1,1,0.0,1,0,1,-1.0,1,1,0,1.0,1,0,1,-1.0
dongchedi::7566884217154457624,7566884217154457624,海狮06EV,2025-10-30 13:35:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7565922842286510105,7565922842286510105,海狮06EV,2025-11-02 12:01:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.5,0.25,1,2.5,-0.25,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,5,5,0,1,4,0,1.0,1,4,2,1.0,1,4,2,1.0,0,0,0,,0,0,0,,1,1,2,-1.0,1,4,0,1.0,0,0,0,,1,1,0,1.0,1,4,0,1.0
dongchedi::7569536599646539800,7569536599646539800,海狮06EV,2025-11-06 17:26:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,1,0,1.0,1,1,0,1.0
dongchedi::7569831214098419774,7569831214098419774,海狮06EV,2025-11-07 12:11:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,1,0,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7570137055066345496,7570137055066345496,海狮06EV,2025-11-08 07:58:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,7,-1,0,0,0,,1,0,2,-1.0,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,,1,1,0,1.0,0,0,0,,1,0,0,0.0,1,2,0,1.0
dongchedi::7570812966740709438,7570812966740709438,海狮06EV,2025-11-10 03:40:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,2,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,
dongchedi::7571469336280322072,7571469336280322072,海狮06EV,2025-11-11 22:07:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,6,0,1,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,1,3,0,1.0
dongchedi::7567365290565046334,7567365290565046334,海狮06EV,2025-11-14 07:45:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,7,5,1,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,1,1,0,1.0,1,2,0,1.0,0,0,0,,1,0,5,-1.0,1,0,0,0.0
dongchedi::7572531209285144638,7572531209285144638,海狮06EV,2025-11-14 19:17:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,4,3,1,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,1,1,0.0,1,1,1,0.0,1,0,0,0.0,0,0,0,,1,1,0,1.0,0,0,0,
dongchedi::7573978929782853694,7573978929782853694,海狮06EV,2025-11-18 16:32:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,0,22,-1,0,0,0,,0,0,0,,1,0,2,-1.0,0,0,0,,1,0,2,-1.0,1,0,1,-1.0,0,0,0,,1,0,8,-1.0,1,0,4,-1.0,0,0,0,
dongchedi::7573986577743892504,7573986577743892504,海狮06EV,2025-11-18 16:57:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,2,0,1,1,2,0,1.0,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7569505850453135422,7569505850453135422,海狮06EV,2025-11-20 08:21:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,2,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,3,0,1.0
dongchedi::7575031935508942873,7575031935508942873,海狮06EV,2025-11-21 12:32:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,4,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,4,-1.0,1,0,4,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7575396875956654142,7575396875956654142,海狮06EV,2025-11-22 12:08:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,3.0,0.0,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7575860544721129496,7575860544721129496,海狮06EV,2025-11-23 21:51:00,historical_archive,dongchedi,,3.5,3.5,0.25,0.0,3.5,0.25,1,2.5,-0.25,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,4,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,4,-1.0,1,0,4,-1.0,0,0,0,
dongchedi::7576539522528202814,7576539522528202814,海狮06EV,2025-11-25 14:19:00,historical_archive,dongchedi,,3.2,3.2,0.10000000000000009,-1.0,3.5,0.25,1,2.0,-0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,2.5,-0.25,1,,,0,,,0,7,0,1,1,0,0,0.0,1,1,0,1.0,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,3,0,1.0,1,1,0,1.0,0,0,0,
dongchedi::7577027616058642457,7577027616058642457,海狮06EV,2025-11-26 21:50:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.0,0.0,1,3.0,0.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,6,-1,1,1,0,1.0,1,0,0,0.0,1,2,0,1.0,0,0,0,,1,1,1,0.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,1,1,1,0.0,1,1,0,1.0
dongchedi::7578579816471875608,7578579816471875608,海狮06EV,2025-12-01 02:00:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7579125619091329049,7579125619091329049,海狮06EV,2025-12-02 13:18:00,historical_archive,dongchedi,,3.6,3.6,0.30000000000000004,0.0,2.5,-0.25,1,3.5,0.25,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,5,-1,1,0,0,0.0,1,0,0,0.0,1,0,1,-1.0,1,0,1,-1.0,1,1,1,0.0,1,1,1,0.0,1,1,0,1.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7582254816420712472,7582254816420712472,海狮06EV,2025-12-10 23:41:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7583156639063085118,7583156639063085118,海狮06EV,2025-12-13 10:00:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,3.5,0.25,1,3.5,0.25,1,4.5,0.75,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7583572748287365182,7583572748287365182,海狮06EV,2025-12-14 12:57:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,11,4,1,1,4,0,1.0,1,3,0,1.0,1,0,0,0.0,1,3,0,1.0,0,0,0,,1,4,0,1.0,1,2,0,1.0,1,3,0,1.0,1,1,1,0.0,1,1,0,1.0
dongchedi::7584302607422722110,7584302607422722110,海狮06EV,2025-12-16 12:07:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,7,2,1,1,4,0,1.0,1,4,0,1.0,1,4,0,1.0,1,0,0,0.0,1,2,1,1.0,1,1,1,0.0,1,0,0,0.0,0,0,0,,1,1,1,0.0,0,0,0,
dongchedi::7584661540020703294,7584661540020703294,海狮06EV,2025-12-17 11:21:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,8,1,1,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,1,1,1,0.0,1,0,0,0.0,1,2,0,1.0,1,3,0,1.0,0,0,0,
dongchedi::7584808718869483545,7584808718869483545,海狮06EV,2025-12-17 20:51:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,6,0,1,1,0,0,0.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,1,4,0,1.0,1,1,0,1.0,1,2,0,1.0,1,1,0,1.0,1,2,0,1.0
dongchedi::7586202451108171800,7586202451108171800,海狮06EV,2025-12-21 15:03:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,8,1,1,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,2,0,1.0,1,1,1,0.0,1,0,0,0.0,1,2,0,1.0,1,3,0,1.0,0,0,0,
dongchedi::7589193804817633305,7589193804817633305,海狮06EV,2025-12-29 16:53:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.0,0.5,1,3.0,0.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,6,6,0,0,0,0,,1,3,1,1.0,0,0,0,,0,0,0,,1,3,2,1.0,1,4,1,1.0,1,4,2,1.0,0,0,0,,1,3,1,1.0,1,2,1,1.0
dongchedi::7589686923577282585,7589686923577282585,海狮06EV,2025-12-31 00:23:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,4.0,0.5,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,1,2,-1,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7590650403063074840,7590650403063074840,海狮06EV,2026-01-02 14:41:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7592184333788532761,7592184333788532761,海狮06EV,2026-01-06 17:59:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,2,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,0,1,-1.0,0,0,0,,0,0,0,,1,0,0,0.0,1,0,1,-1.0
dongchedi::7593995714405879870,7593995714405879870,海狮06EV,2026-01-11 15:05:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7595055005074198553,7595055005074198553,海狮06EV,2026-01-14 11:34:00,historical_archive,dongchedi,,2.9,2.9,-0.050000000000000044,-1.0,4.0,0.5,1,3.0,0.0,1,4.0,0.5,1,,,0,,,0,,,0,,,0,2.0,-0.5,1,,,0,,,0,0,0,0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,
dongchedi::7596687323429867582,7596687323429867582,海狮06EV,2026-01-18 21:06:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,3,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7597739293133508632,7597739293133508632,海狮06EV,2026-01-21 17:08:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.0,0.0,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,11,-1,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,7,-1.0,0,0,0,,1,1,5,-1.0,0,0,0,
dongchedi::7599589263075708952,7599589263075708952,海狮06EV,2026-01-26 16:51:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,
dongchedi::7594770055464767550,7594770055464767550,海狮06EV,2026-01-27 15:13:00,historical_archive,dongchedi,,3.3,3.3,0.1499999999999999,-1.0,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,7,39,-1,1,0,2,-1.0,1,0,4,-1.0,1,2,3,-1.0,0,0,0,,1,0,3,-1.0,1,1,2,-1.0,1,1,2,-1.0,1,0,4,-1.0,1,3,6,-1.0,1,1,3,-1.0
dongchedi::7603614459906494489,7603614459906494489,海狮06EV,2026-02-06 13:07:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,3.5,0.25,1,3.0,0.0,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7610649002362589246,7610649002362589246,海狮06EV,2026-02-25 13:00:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,4.0,0.5,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,5,1,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0,0,0,0,
dongchedi::7611364635211468862,7611364635211468862,海狮06EV,2026-02-27 10:23:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,
dongchedi::7611831604729614361,7611831604729614361,海狮06EV,2026-02-28 16:39:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,3,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7614385456754462744,7614385456754462744,海狮06EV,2026-03-07 13:44:00,historical_archive,dongchedi,,3.4,3.4,0.19999999999999996,-1.0,5.0,1.0,1,3.5,0.25,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,1,0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,1,0,1,-1.0,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7618416447772971032,7618416447772971032,海狮06EV,2026-03-18 11:31:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,3.5,0.25,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,4,8,-1,1,0,1,-1.0,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,3,2,1.0,1,2,1,1.0,0,0,0,,1,3,2,1.0
dongchedi::7621983824368373785,7621983824368373785,海狮06EV,2026-03-28 01:15:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7622338632522666008,7622338632522666008,海狮06EV,2026-03-29 00:33:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,4,4,0,1,4,4,0.0,1,4,4,0.0,1,4,4,0.0,0,0,0,,0,0,0,,1,4,4,0.0,1,4,4,0.0,1,4,4,0.0,1,4,4,0.0,1,4,4,0.0
dongchedi::7623415738568560664,7623415738568560664,海狮06EV,2026-03-31 21:59:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0,1,0,0,0.0,1,1,0,1.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7624402425104830488,7624402425104830488,海狮06EV,2026-04-03 13:35:00,historical_archive,dongchedi,,3.6,3.6,0.30000000000000004,0.0,4.0,0.5,1,3.0,0.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,4,3,1,1,4,3,1.0,1,4,3,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,4,3,1.0,1,4,3,1.0
dongchedi::7627281891787296793,7627281891787296793,海狮06EV,2026-04-11 07:54:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7628411084843536446,7628411084843536446,海狮06EV,2026-04-14 08:51:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7628903823196573720,7628903823196573720,海狮06EV,2026-04-15 16:43:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,4.0,0.5,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,
dongchedi::7631005499164479513,7631005499164479513,海狮06EV,2026-04-21 08:38:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,3,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7632905099186016318,7632905099186016318,海狮06EV,2026-04-26 12:09:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,4,4,0,1,1,0,1.0,1,0,0,0.0,1,1,0,1.0,0,0,0,,1,0,4,-1.0,1,0,4,-1.0,1,2,0,1.0,1,0,4,-1.0,0,0,0,,1,0,4,-1.0
