series_name,brand,category,information_cutoff_inclusive,window_days,current_window_start,previous_window_start,current_reviews,previous_reviews,current_overall_score,previous_overall_score,score_change,current_negative_review_rate,current_rating_reviews,previous_rating_reviews,current_platform_rating,previous_platform_rating,platform_rating_change,eligible_for_alert,text_alert_candidate,text_rule_retrigger_probability,rating_decline_probability,alert_status,alert
格瑞维亚,丰田,MPV,2025-05-31,180,2024-12-03,2024-06-06,3,12,0.5925925925925926,0.2650793650793651,0.3275132275132275,0.0,3,12,4.3999999999999995,4.2,0.1999999999999993,False,False,,,none,False
格瑞维亚,丰田,MPV,2025-06-30,180,2025-01-02,2024-07-06,3,12,0.9259259259259259,0.23730158730158735,0.6886243386243386,0.0,3,12,4.366666666666667,4.2,0.16666666666666696,False,False,,,none,False
格瑞维亚,丰田,MPV,2025-07-31,180,2025-02-02,2024-08-06,3,11,0.9259259259259259,0.16796536796536793,0.757960557960558,0.0,3,11,4.366666666666667,4.154545454545454,0.21212121212121282,False,False,,,none,False
格瑞维亚,丰田,MPV,2025-08-31,180,2025-03-05,2024-09-06,2,9,0.8888888888888888,0.18121693121693122,0.7076719576719577,0.0,2,9,4.3,4.222222222222222,0.0777777777777775,False,False,,,none,False
格瑞维亚,丰田,MPV,2025-09-30,180,2025-04-04,2024-10-06,5,8,0.40555555555555556,0.14136904761904762,0.26418650793650794,0.2,5,8,4.12,4.2749999999999995,-0.15499999999999936,True,False,,,none,False
格瑞维亚,丰田,MPV,2025-10-31,180,2025-05-05,2024-11-06,8,6,0.3409722222222222,0.041666666666666664,0.2993055555555555,0.125,8,6,4.1375,4.116666666666667,0.020833333333333037,True,False,,,none,False
格瑞维亚,丰田,MPV,2025-11-30,180,2025-06-04,2024-12-06,11,3,0.37424242424242427,0.5925925925925926,-0.2183501683501683,0.18181818181818182,11,3,4.2727272727272725,4.3999999999999995,-0.12727272727272698,False,False,,,none,False
格瑞维亚,丰田,MPV,2025-12-31,180,2025-07-05,2025-01-06,15,3,0.2611111111111111,0.9259259259259259,-0.6648148148148147,0.2,15,3,4.3,4.366666666666667,-0.06666666666666732,False,False,,,none,False
格瑞维亚,丰田,MPV,2026-01-31,180,2025-08-05,2025-02-06,19,3,0.29035087719298247,0.9259259259259259,-0.6355750487329435,0.21052631578947367,19,3,4.23157894736842,4.366666666666667,-0.13508771929824714,False,False,,,none,False
格瑞维亚,丰田,MPV,2026-02-28,180,2025-09-02,2025-03-06,24,2,0.3923611111111111,0.8888888888888888,-0.49652777777777773,0.16666666666666666,24,2,4.3,4.3,0.0,False,False,,,none,False
格瑞维亚,丰田,MPV,2026-03-31,180,2025-10-03,2025-04-06,27,5,0.45828924162257495,0.40555555555555556,0.05273368606701939,0.14814814814814814,27,5,4.388888888888889,4.12,0.2688888888888892,True,False,,,none,False
格瑞维亚,丰田,MPV,2026-04-30,180,2025-11-02,2025-05-06,29,8,0.48530377668308705,0.3409722222222222,0.14433155446086487,0.13793103448275862,29,8,4.4896551724137925,4.1375,0.35215517241379235,True,False,,,none,False
格瑞维亚,丰田,MPV,2026-05-31,180,2025-12-03,2025-06-06,31,11,0.42764976958525347,0.37424242424242427,0.053407345342829204,0.12903225806451613,31,11,4.477419354838709,4.2727272727272725,0.2046920821114364,True,False,,,none,False
格瑞维亚,丰田,MPV,2026-06-30,180,2026-01-02,2025-07-06,30,15,0.4596825396825397,0.2611111111111111,0.19857142857142857,0.13333333333333333,30,15,4.526666666666667,4.3,0.22666666666666746,True,False,,,none,False
格瑞维亚,丰田,MPV,2026-07-31,180,2026-02-02,2025-08-06,28,19,0.48299319727891155,0.29035087719298247,0.19264232008592908,0.10714285714285714,28,19,4.632142857142858,4.23157894736842,0.400563909774438,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-01-31,180,2021-08-05,2021-02-06,12,16,0.27185846560846566,0.47415674603174596,-0.2022982804232803,0.08333333333333333,12,16,3.641666666666666,3.55,0.09166666666666634,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-02-28,180,2021-09-02,2021-03-06,11,17,0.23975468975468975,0.48302987861811386,-0.2432751888634241,0.09090909090909091,11,17,3.581818181818181,3.594117647058823,-0.012299465240642071,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-03-31,180,2021-10-03,2021-04-06,9,18,0.18686067019400354,0.5013447971781305,-0.314484126984127,0.1111111111111111,9,18,3.533333333333333,3.6000000000000005,-0.06666666666666732,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-04-30,180,2021-11-02,2021-05-06,13,8,0.26233211233211234,0.21493055555555557,0.047401556776556775,0.07692307692307693,13,8,3.5846153846153848,3.3499999999999996,0.23461538461538511,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-05-31,180,2021-12-03,2021-06-06,14,6,0.26740362811791385,0.24490740740740743,0.022496220710506415,0.07142857142857142,14,6,3.564285714285714,3.4666666666666663,0.09761904761904772,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-06-30,180,2022-01-02,2021-07-06,11,9,0.2859307359307359,0.13099647266313932,0.1549342632675966,0.0,11,9,3.636363636363636,3.3777777777777778,0.25858585858585803,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-07-31,180,2022-02-02,2021-08-06,7,12,0.29455782312925166,0.27185846560846566,0.022699357520786,0.0,7,12,3.542857142857143,3.641666666666666,-0.09880952380952301,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-08-31,180,2022-03-05,2021-09-06,8,11,0.2733630952380952,0.23975468975468975,0.03360840548340546,0.0,8,11,3.55,3.581818181818181,-0.0318181818181813,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-09-30,180,2022-04-04,2021-10-06,8,9,0.2733630952380952,0.18686067019400354,0.08650242504409167,0.0,8,9,3.55,3.533333333333333,0.016666666666666607,True,False,,,none,False
欧拉好猫,欧拉,轿车,2022-10-31,180,2022-05-05,2021-11-06,3,13,0.15277777777777776,0.26233211233211234,-0.10955433455433458,0.0,3,13,3.5666666666666664,3.5846153846153848,-0.01794871794871833,False,False,,,none,False
欧拉好猫,欧拉,轿车,2022-11-30,180,2022-06-04,2021-12-06,3,14,0.375,0.26740362811791385,0.10759637188208615,0.0,3,14,4.033333333333334,3.564285714285714,0.46904761904762005,False,False,,,none,False
欧拉好猫,欧拉,轿车,2022-12-31,180,2022-07-05,2022-01-06,3,11,0.7083333333333334,0.2859307359307359,0.42240259740259745,0.0,3,11,4.1000000000000005,3.636363636363636,0.46363636363636473,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-01-31,180,2022-08-05,2022-02-06,4,8,0.85,0.2733630952380952,0.5766369047619048,0.0,4,8,4.325,3.55,0.7750000000000004,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-02-28,180,2022-09-02,2022-03-06,5,8,0.76,0.2733630952380952,0.4866369047619048,0.0,5,8,4.2,3.55,0.6500000000000004,True,False,,,none,False
欧拉好猫,欧拉,轿车,2023-03-31,180,2022-10-03,2022-04-06,5,8,0.76,0.2733630952380952,0.4866369047619048,0.0,5,8,4.2,3.55,0.6500000000000004,True,False,,,none,False
欧拉好猫,欧拉,轿车,2023-04-30,180,2022-11-02,2022-05-06,7,3,0.7999999999999999,0.15277777777777776,0.6472222222222221,0.0,7,3,4.3,3.5666666666666664,0.7333333333333334,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-05-31,180,2022-12-03,2022-06-06,6,3,0.7666666666666666,0.375,0.3916666666666666,0.0,6,3,4.233333333333333,4.033333333333334,0.1999999999999993,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-06-30,180,2023-01-02,2022-07-06,5,3,0.72,0.7083333333333334,0.011666666666666603,0.0,5,3,4.279999999999999,4.1000000000000005,0.17999999999999883,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-07-31,180,2023-02-02,2022-08-06,3,4,0.7333333333333334,0.85,-0.11666666666666659,0.0,3,4,4.266666666666667,4.325,-0.05833333333333357,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-08-31,180,2023-03-05,2022-09-06,3,5,0.6,0.76,-0.16000000000000003,0.0,3,5,4.133333333333333,4.2,-0.06666666666666732,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-09-30,180,2023-04-04,2022-10-06,3,5,0.6,0.76,-0.16000000000000003,0.0,3,5,4.133333333333333,4.2,-0.06666666666666732,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-10-31,180,2023-05-05,2022-11-06,1,7,0.0,0.7999999999999999,-0.7999999999999999,0.0,1,7,3.3,4.3,-1.0,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-11-30,180,2023-06-04,2022-12-06,3,6,0.11428571428571428,0.7666666666666666,-0.6523809523809523,0.0,3,6,4.133333333333333,4.233333333333333,-0.10000000000000053,False,False,,,none,False
欧拉好猫,欧拉,轿车,2023-12-31,180,2023-07-05,2023-01-06,4,5,0.12142857142857143,0.72,-0.5985714285714285,0.0,4,5,4.074999999999999,4.279999999999999,-0.20500000000000007,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-01-31,180,2023-08-05,2023-02-06,6,3,0.03465608465608466,0.7333333333333334,-0.6986772486772488,0.16666666666666666,6,3,3.9,4.266666666666667,-0.3666666666666667,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-02-29,180,2023-09-03,2023-03-07,6,3,0.08227513227513228,0.6,-0.5177248677248677,0.16666666666666666,6,3,4.083333333333333,4.133333333333333,-0.04999999999999982,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-03-31,180,2023-10-04,2023-04-07,6,2,0.08227513227513228,0.5,-0.4177248677248677,0.16666666666666666,6,2,4.083333333333333,3.9499999999999997,0.1333333333333333,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-04-30,180,2023-11-03,2023-05-07,6,1,0.08227513227513228,0.0,0.08227513227513228,0.16666666666666666,6,1,4.083333333333333,3.3,0.7833333333333332,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-05-31,180,2023-12-04,2023-06-07,4,3,0.0376984126984127,0.11428571428571428,-0.07658730158730158,0.25,4,3,3.85,4.133333333333333,-0.28333333333333277,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-06-30,180,2024-01-03,2023-07-07,4,4,0.251984126984127,0.12142857142857143,0.13055555555555554,0.25,4,4,3.975,4.074999999999999,-0.0999999999999992,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-07-31,180,2024-02-03,2023-08-07,2,6,0.6428571428571428,0.03465608465608466,0.6082010582010582,0.0,2,6,4.4,3.9,0.5000000000000004,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-08-31,180,2024-03-05,2023-09-07,1,6,1.0,0.08227513227513228,0.9177248677248677,0.0,1,6,4.4,4.083333333333333,0.3166666666666673,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-09-30,180,2024-04-04,2023-10-07,1,6,1.0,0.08227513227513228,0.9177248677248677,0.0,1,6,4.4,4.083333333333333,0.3166666666666673,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-10-31,180,2024-05-05,2023-11-07,2,6,0.6,0.08227513227513228,0.5177248677248677,0.0,2,6,4.1,4.083333333333333,0.016666666666666607,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-11-30,180,2024-06-04,2023-12-07,2,4,0.6,0.0376984126984127,0.5623015873015873,0.0,2,4,4.1,3.85,0.24999999999999956,False,False,,,none,False
欧拉好猫,欧拉,轿车,2024-12-31,180,2024-07-05,2024-01-07,1,4,0.2,0.251984126984127,-0.051984126984126966,0.0,1,4,3.8,3.975,-0.17500000000000027,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-01-31,180,2024-08-05,2024-02-07,1,2,0.2,0.6428571428571428,-0.4428571428571428,0.0,1,2,3.8,4.4,-0.6000000000000005,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-02-28,180,2024-09-02,2024-03-06,1,1,0.2,1.0,-0.8,0.0,1,1,3.8,4.4,-0.6000000000000005,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-03-31,180,2024-10-03,2024-04-06,2,1,0.18333333333333335,1.0,-0.8166666666666667,0.0,2,1,3.9,4.4,-0.5000000000000004,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-04-30,180,2024-11-02,2024-05-06,1,2,0.16666666666666666,0.6,-0.43333333333333335,0.0,1,2,4.0,4.1,-0.09999999999999964,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-05-31,180,2024-12-03,2024-06-06,2,2,0.13333333333333333,0.6,-0.4666666666666667,0.0,2,2,3.9,4.1,-0.19999999999999973,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-06-30,180,2025-01-02,2024-07-06,3,1,0.08888888888888889,0.2,-0.11111111111111112,0.0,3,1,3.9333333333333336,3.8,0.13333333333333375,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-07-31,180,2025-02-02,2024-08-06,4,1,0.23333333333333334,0.2,0.033333333333333326,0.0,4,1,3.95,3.8,0.15000000000000036,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-08-31,180,2025-03-05,2024-09-06,6,1,0.3,0.2,0.09999999999999998,0.0,6,1,4.266666666666667,3.8,0.4666666666666668,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-09-30,180,2025-04-04,2024-10-06,6,2,0.21666666666666667,0.18333333333333335,0.033333333333333326,0.16666666666666666,6,2,4.266666666666667,3.9,0.3666666666666667,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-10-31,180,2025-05-05,2024-11-06,8,1,0.14166666666666666,0.16666666666666666,-0.024999999999999994,0.25,8,1,4.15,4.0,0.15000000000000036,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-11-30,180,2025-06-04,2024-12-06,10,2,0.011666666666666653,0.13333333333333333,-0.12166666666666667,0.4,10,2,4.160000000000001,3.9,0.2600000000000011,False,False,,,none,False
欧拉好猫,欧拉,轿车,2025-12-31,180,2025-07-05,2025-01-06,12,3,0.0375,0.08888888888888889,-0.051388888888888894,0.4166666666666667,12,3,4.166666666666667,3.9333333333333336,0.2333333333333334,False,False,,,none,False
欧拉好猫,欧拉,轿车,2026-01-31,180,2025-08-05,2025-02-06,12,4,-0.018055555555555564,0.23333333333333334,-0.2513888888888889,0.4166666666666667,12,4,4.091666666666667,3.95,0.1416666666666666,False,False,,,none,False
欧拉好猫,欧拉,轿车,2026-02-28,180,2025-09-02,2025-03-06,14,6,-0.004818594104308405,0.3,-0.3048185941043084,0.42857142857142855,14,6,4.078571428571428,4.266666666666667,-0.18809523809523832,True,False,,,none,False
欧拉好猫,欧拉,轿车,2026-03-31,180,2025-10-03,2025-04-06,15,6,0.12883597883597883,0.21666666666666667,-0.08783068783068784,0.3333333333333333,15,6,4.206666666666667,4.266666666666667,-0.05999999999999961,True,False,,,none,False
欧拉好猫,欧拉,轿车,2026-04-30,180,2025-11-02,2025-05-06,19,8,0.29845446950710103,0.14166666666666666,0.15678780284043436,0.21052631578947367,19,8,4.431578947368421,4.15,0.2815789473684207,True,False,,,none,False
欧拉好猫,欧拉,轿车,2026-05-31,180,2025-12-03,2025-06-06,20,11,0.4543650793650794,0.1015151515151515,0.3528499278499279,0.1,20,11,4.635000000000001,4.1000000000000005,0.5350000000000001,True,False,,,none,False
欧拉好猫,欧拉,轿车,2026-06-30,180,2026-01-02,2025-07-06,23,12,0.5110420979986197,0.0375,0.4735420979986197,0.08695652173913043,23,12,4.600000000000001,4.166666666666667,0.43333333333333446,True,False,,,none,False
欧拉好猫,欧拉,轿车,2026-07-31,180,2026-02-02,2025-08-06,23,12,0.5255348516218081,-0.018055555555555564,0.5435904071773637,0.08695652173913043,23,12,4.673913043478262,4.091666666666667,0.5822463768115949,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2022-10-31,180,2022-05-05,2021-11-06,2,0,0.6333333333333333,,,0.0,2,0,4.05,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2022-11-30,180,2022-06-04,2021-12-06,26,0,0.658852258852259,,,0.038461538461538464,26,0,4.326923076923077,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2022-12-31,180,2022-07-05,2022-01-06,50,0,0.5952222222222222,,,0.04,50,0,4.254000000000001,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-01-31,180,2022-08-05,2022-02-06,57,0,0.559990253411306,,,0.05263157894736842,57,0,4.247368421052632,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-02-28,180,2022-09-02,2022-03-06,71,0,0.5762016543706685,,,0.04225352112676056,71,0,4.267605633802817,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-03-31,180,2022-10-03,2022-04-06,77,0,0.5511750154607298,,,0.05194805194805195,77,0,4.258441558441558,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-04-30,180,2022-11-02,2022-05-06,75,2,0.548984126984127,0.6333333333333333,-0.08434920634920628,0.05333333333333334,75,2,4.2639999999999985,4.05,0.21399999999999864,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-05-31,180,2022-12-03,2022-06-06,55,28,0.5337590187590189,0.638577097505669,-0.10481807874665017,0.03636363636363636,55,28,4.281818181818182,4.260714285714285,0.021103896103896957,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-06-30,180,2023-01-02,2022-07-06,33,50,0.5295695045695046,0.5952222222222222,-0.06565271765271763,0.06060606060606061,33,50,4.306060606060606,4.254000000000001,0.052060606060604364,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-07-31,180,2023-02-02,2022-08-06,27,57,0.6043503821281598,0.559990253411306,0.0443601287168538,0.037037037037037035,27,57,4.344444444444444,4.247368421052632,0.09707602339181243,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-08-31,180,2023-03-05,2022-09-06,13,73,0.5764041514041514,0.5558490976299196,0.020555053774231724,0.07692307692307693,13,73,4.4,4.257534246575343,0.1424657534246574,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-09-30,180,2023-04-04,2022-10-06,9,77,0.6255291005291004,0.5511750154607298,0.0743540850683706,0.1111111111111111,9,77,4.455555555555556,4.258441558441558,0.19711399711399746,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-10-31,180,2023-05-05,2022-11-06,11,74,0.5777056277056276,0.5486808236808237,0.029024804024803896,0.09090909090909091,11,74,4.381818181818182,4.26081081081081,0.12100737100737202,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-11-30,180,2023-06-04,2022-12-06,8,51,0.3822916666666667,0.5246420790538437,-0.14235041238717705,0.125,8,51,4.2,4.2823529411764705,-0.0823529411764703,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2023-12-31,180,2023-07-05,2023-01-06,9,30,0.33981481481481485,0.5758597883597882,-0.2360449735449734,0.1111111111111111,9,30,4.122222222222223,4.3066666666666675,-0.18444444444444485,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-01-31,180,2023-08-05,2023-02-06,8,26,0.2572916666666667,0.6275946275946276,-0.3703029609279609,0.125,8,26,4.0625,4.3538461538461535,-0.2913461538461535,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-02-29,180,2023-09-03,2023-03-07,8,12,0.278125,0.5994378306878306,-0.3213128306878306,0.125,8,12,4.0,4.425,-0.4249999999999998,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-03-31,180,2023-10-04,2023-04-07,8,9,0.278125,0.6255291005291004,-0.34740410052910037,0.125,8,9,4.0,4.455555555555556,-0.4555555555555557,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-04-30,180,2023-11-03,2023-05-07,7,11,0.32857142857142857,0.5777056277056276,-0.24913419913419904,0.14285714285714285,7,11,4.057142857142857,4.381818181818182,-0.3246753246753249,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-05-31,180,2023-12-04,2023-06-07,7,8,0.24841269841269842,0.3822916666666667,-0.13387896825396828,0.2857142857142857,7,8,4.028571428571429,4.2,-0.17142857142857082,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-06-30,180,2024-01-03,2023-07-07,6,9,0.2898148148148148,0.33981481481481485,-0.050000000000000044,0.3333333333333333,6,9,4.116666666666667,4.122222222222223,-0.005555555555555536,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-07-31,180,2024-02-03,2023-08-07,7,8,0.24841269841269842,0.2572916666666667,-0.008878968253968278,0.2857142857142857,7,8,4.085714285714286,4.0625,0.023214285714286298,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-08-31,180,2024-03-05,2023-09-07,5,8,0.3477777777777778,0.278125,0.06965277777777779,0.2,5,8,4.1,4.0,0.09999999999999964,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-09-30,180,2024-04-04,2023-10-07,5,8,0.3477777777777778,0.278125,0.06965277777777779,0.2,5,8,4.1,4.0,0.09999999999999964,True,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-10-31,180,2024-05-05,2023-11-07,4,7,0.23472222222222222,0.32857142857142857,-0.09384920634920635,0.25,4,7,4.0,4.057142857142857,-0.05714285714285694,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-11-30,180,2024-06-04,2023-12-07,1,7,0.0,0.24841269841269842,-0.24841269841269842,0.0,1,7,3.9,4.028571428571429,-0.12857142857142945,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2024-12-31,180,2024-07-05,2024-01-07,1,6,0.0,0.2898148148148148,-0.2898148148148148,0.0,1,6,3.9,4.116666666666667,-0.21666666666666723,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-01-31,180,2024-08-05,2024-02-07,0,7,,0.24841269841269842,,,0,7,,4.085714285714286,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-02-28,180,2024-09-02,2024-03-06,0,5,,0.3477777777777778,,,0,5,,4.1,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-03-31,180,2024-10-03,2024-04-06,0,5,,0.3477777777777778,,,0,5,,4.1,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-04-30,180,2024-11-02,2024-05-06,0,4,,0.23472222222222222,,,0,4,,4.0,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-05-31,180,2024-12-03,2024-06-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-06-30,180,2025-01-02,2024-07-06,1,1,0.0,0.0,0.0,0.0,1,1,3.9,3.9,0.0,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-07-31,180,2025-02-02,2024-08-06,1,0,0.0,,,0.0,1,0,3.9,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-08-31,180,2025-03-05,2024-09-06,1,0,0.0,,,0.0,1,0,3.9,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-09-30,180,2025-04-04,2024-10-06,1,0,0.0,,,0.0,1,0,3.9,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-10-31,180,2025-05-05,2024-11-06,1,0,0.0,,,0.0,1,0,3.9,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-11-30,180,2025-06-04,2024-12-06,1,0,0.0,,,0.0,1,0,3.9,,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2025-12-31,180,2025-07-05,2025-01-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2026-01-31,180,2025-08-05,2025-02-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2026-02-28,180,2025-09-02,2025-03-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2026-03-31,180,2025-10-03,2025-04-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2026-04-30,180,2025-11-02,2025-05-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧拉闪电猫,欧拉,轿车,2026-05-31,180,2025-12-03,2025-06-06,0,1,,0.0,,,0,1,,3.9,,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-01-31,180,2021-08-05,2021-02-06,0,3,,0.3333333333333333,,,0,3,,3.8000000000000003,,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-02-28,180,2021-09-02,2021-03-06,0,2,,0.5,,,0,2,,4.0,,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-03-31,180,2021-10-03,2021-04-06,2,1,-0.01785714285714285,0.0,-0.01785714285714285,0.5,2,1,3.4000000000000004,3.1,0.30000000000000027,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-04-30,180,2021-11-02,2021-05-06,3,1,-0.17857142857142858,0.0,-0.17857142857142858,0.6666666666666666,3,1,3.8333333333333335,3.1,0.7333333333333334,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-05-31,180,2021-12-03,2021-06-06,3,1,-0.17857142857142858,0.0,-0.17857142857142858,0.6666666666666666,3,1,3.8333333333333335,3.1,0.7333333333333334,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-06-30,180,2022-01-02,2021-07-06,3,1,-0.17857142857142858,0.0,-0.17857142857142858,0.6666666666666666,3,1,3.8333333333333335,3.1,0.7333333333333334,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-07-31,180,2022-02-02,2021-08-06,3,0,-0.17857142857142858,,,0.6666666666666666,3,0,3.8333333333333335,,,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-08-31,180,2022-03-05,2021-09-06,3,1,-0.2619047619047619,0.25,-0.5119047619047619,0.6666666666666666,3,1,3.3000000000000003,3.6,-0.2999999999999998,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-09-30,180,2022-04-04,2021-10-06,2,2,-0.25,-0.01785714285714285,-0.23214285714285715,0.5,2,2,3.35,3.4000000000000004,-0.050000000000000266,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-10-31,180,2022-05-05,2021-11-06,1,3,0.0,-0.17857142857142858,0.17857142857142858,0.0,1,3,2.0,3.8333333333333335,-1.8333333333333335,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-11-30,180,2022-06-04,2021-12-06,1,3,0.0,-0.17857142857142858,0.17857142857142858,0.0,1,3,2.0,3.8333333333333335,-1.8333333333333335,False,False,,,none,False
欧诺S,长安凯程,MPV,2022-12-31,180,2022-07-05,2022-01-06,1,3,0.0,-0.17857142857142858,0.17857142857142858,0.0,1,3,2.0,3.8333333333333335,-1.8333333333333335,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-01-31,180,2022-08-05,2022-02-06,0,4,,-0.13392857142857142,,,0,4,,3.375,,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-02-28,180,2022-09-02,2022-03-06,1,3,0.3333333333333333,-0.2619047619047619,0.5952380952380952,0.0,1,3,3.3,3.3000000000000003,-4.440892098500626e-16,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-03-31,180,2022-10-03,2022-04-06,2,2,0.3333333333333333,-0.25,0.5833333333333333,0.0,2,2,3.4,3.35,0.04999999999999982,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-04-30,180,2022-11-02,2022-05-06,3,1,0.5079365079365079,0.0,0.5079365079365079,0.0,3,1,3.733333333333333,2.0,1.733333333333333,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-05-31,180,2022-12-03,2022-06-06,3,1,0.5079365079365079,0.0,0.5079365079365079,0.0,3,1,3.733333333333333,2.0,1.733333333333333,False,False,,,none,False
欧诺S,长安凯程,MPV,2023-06-30,180,2023-01-02,2022-07-06,3,1,0.5079365079365079,0.0,0.5079365079365079,0.0,3,1,3.733333333333333,2.0,1.733333333333333,False,False,,,none,False
