identity,review_id,series_name,publish_time,corpus_source,content_chars,content_sha256,prompt_version,success,error,attempts,requested_model,api_model,thinking_mode,finish_reason,prompt_tokens,cache_hit_tokens,cache_miss_tokens,completion_tokens,total_tokens,pricing_tier,estimated_cost_usd,estimated_cost_cny,started_at,finished_at,appearance_mentioned,appearance_polarity,appearance_evidence,interior_mentioned,interior_polarity,interior_evidence,space_mentioned,space_polarity,space_evidence,power_mentioned,power_polarity,power_evidence,control_mentioned,control_polarity,control_evidence,comfort_mentioned,comfort_polarity,comfort_evidence,fuel_consumption_mentioned,fuel_consumption_polarity,fuel_consumption_evidence,configuration_mentioned,configuration_polarity,configuration_evidence,intelligence_mentioned,intelligence_polarity,intelligence_evidence,value_mentioned,value_polarity,value_evidence
autohome::01kdy52nn66mvked9m68w00000,01kdy52nn66mvked9m68w00000,海豹07DM-i,2026-01-02 00:00:00,autohome_incremental,670,8e955046a126bf2f0ba48fe4cc8bf78111e1bfcd90306a5862df83706782dbde,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1022,512,510,232,1254,off_peak,0.000268904,0.0019361088,2026-08-24T05:29:39.031332+00:00,2026-08-24T05:29:42.359190+00:00,True,1.0,外观没有那种生硬的转折，整体姿态很协调,True,1.0,内饰座椅是仿皮材质，坐起来还算舒服,True,-1.0,溜背造型导致后排头部空间局促,True,1.0,纯电模式下起步特别轻快,True,1.0,开起来特别顺滑,True,1.0,座椅是仿皮材质，坐起来还算舒服,True,1.0,百公里油耗也保持在3.9升左右,False,,,False,,,True,1.0,纯电续航是真的省心
dongchedi::7173219917469061128,7173219917469061128,深蓝SL03,2022-12-04 17:16:00,old_v1,634,d835055630c2bea09a9b2f4e276b4a1a565229c065ff6287196ac7a09bd9220d,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,989,512,477,233,1222,off_peak,0.000262304,0.0018885888,2026-08-24T05:42:50.623679+00:00,2026-08-24T05:42:54.311396+00:00,True,1.0,深蓝颜值确实很酷。很喜欢前面造型,True,1.0,内饰做工也比较细致，座椅材质很舒服,True,1.0,空间的话很大，储物空间设计实用性强,True,1.0,深蓝提速比较快的，其他电车也是这样,True,1.0,方向盘很轻,True,1.0,座椅材质很舒服包裹性很强,True,1.0,515的续航开出400+完全没问题,True,1.0,这个价位深蓝该有的功能全部具备,False,,,True,1.0,相比油车可省老钱了~
dongchedi::7489469341235171352,7489469341235171352,瑞虎5x,2025-06-09 18:06:00,old_v1,592,4d52bc55dc36449f9f8858b93d918eda5b9eb31a565ec86ee413a55446b1091e,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,990,512,478,243,1233,off_peak,0.00026912400000000003,0.0019376928000000002,2026-08-24T05:29:16.005640+00:00,2026-08-24T05:29:20.936103+00:00,True,1.0,外观还行吧，就是略微显小,True,1.0,内饰很现代，紧跟潮流,False,,,True,0.0,起步不能着急，急采也没用，不走,True,0.0,轻便好操控，但是急弯感觉有点甩屁股,True,-1.0,减震感觉有些偏硬，过坑坑洼洼的地方整体都跟着颤悠,True,0.0,城市跑基本在6.5个油左右,True,1.0,各项功能还算齐全实用,False,,,True,1.0,办完落地六万七，感觉这个价格还可以
dongchedi::7177749505368920125,7177749505368920125,红旗E-QM5,2022-12-16 22:17:00,old_v1,70,b3ec88f264e10f26e56826c588e710c2dc35f8e5b748beb8c8d9beccb84c67cc,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,637,512,125,202,839,off_peak,0.000164404,0.0011837088,2026-08-24T05:29:12.580567+00:00,2026-08-24T05:29:15.750784+00:00,False,,,False,,,True,1.0,空间是相当的哇塞，迈腾都无法媲美,False,,,False,,,True,1.0,减震不错,True,-1.0,续航冬季折扣一半带拐弯,True,-1.0,不给配备前后雷达和后视镜电动折叠,True,-1.0,中控屏有些迟钝,False,,
dongchedi::7650786873916280894,7650786873916280894,红旗E-QM5,2026-06-13 16:00:00,old_v1,79,dab6b3de273067d5c6dc7004e0393dd4ffa0e193a68f5b6ee249926111894389,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,644,512,132,184,828,off_peak,0.00015406400000000003,0.0011092608000000002,2026-08-24T05:42:08.616884+00:00,2026-08-24T05:42:11.735782+00:00,False,,,False,,,False,,,False,,,False,,,False,,,True,-1.0,续航能力我真的是不得不吐槽，我才买了半年续航就打了八折,False,,,False,,,False,,
dongchedi::7585381566788931646,7585381566788931646,红旗H5 PHEV,2025-12-19 09:54:00,old_v1,99,1f536d019fd587aaa06347712128346e88fdaefaba7911f901cb79bbc5dc132c,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,669,512,157,199,868,off_peak,0.000169464,0.0012201408,2026-08-24T05:42:33.213899+00:00,2026-08-24T05:42:36.575552+00:00,False,,,False,,,False,,,False,,,False,,,False,,,True,1.0,这车油耗低,True,1.0,2.0旗畅版的功能比较多,False,,,True,-1.0,保险费用高，算下来跟油车差不多，但是新能源开三年保值率贼低
dongchedi::6990683117920980999,6990683117920980999,红旗HS5,2021-08-08 16:17:00,old_v1,824,5e31ec2e3fc0533ac8131b0568b2a6c55ab5d342dbc3c2380cec6e4248f31ac2,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1104,512,592,262,1366,off_peak,0.000306744,0.0022085568000000002,2026-08-24T05:29:12.582109+00:00,2026-08-24T05:29:16.001023+00:00,True,1.0,外观大气，线条明朗,True,1.0,内饰中配就该有的都有，手触摸到地方都是软包,True,1.0,空间够大，我185、200斤开车还有一拳空间,True,1.0,动力该有的时候都有，推背感随手就来,True,1.0,操控得心应手，360影像系统非常好用,True,1.0,座椅乘坐很舒服，车里没有什么特别味道,True,0.0,油耗才跑了600多，一直市区，目前11.3,True,1.0,中配就该有的都有,True,0.0,机车系统偶尔偷懒，不过也能基本满足需要,True,1.0,感觉4S店挺实在的，给了合适的价位
dongchedi::7632359380532334654,7632359380532334654,红旗天工08,2026-04-25 00:12:00,old_v1,59,22c079a94a4de1f9e08ee50fd177e2dc7c1e7698364898d03c39003f9d504cc4,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,622,512,110,185,807,off_peak,0.000149884,0.0010791648000000001,2026-08-24T05:28:59.240121+00:00,2026-08-24T05:29:02.787380+00:00,True,1.0,车子大气，特别大，方向盘很好看,True,1.0,内饰好看，干净整洁，没有多余的按键,True,1.0,特别大,False,,,False,,,False,,,False,,,False,,,False,,,False,,
dongchedi::7062060135694209039,7062060135694209039,缤智,2022-02-08 04:00:00,old_v1,621,e4df88e9e9086b7ff9151fe1b99adc61c2f7d4cd81e6d2d7d286485b05d7b2d8,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,972,512,460,197,1169,off_peak,0.00023480400000000002,0.0016905888000000003,2026-08-24T05:29:08.299396+00:00,2026-08-24T05:29:11.046813+00:00,True,0.0,外观中规中矩,True,0.0,内饰一般,True,1.0,空间不错,True,-1.0,1.5L的动力只能说刚好用,False,,,True,-1.0,速度起来噪音很大,True,1.0,油耗低,True,-1.0,没有合适的放手机位置,False,,,True,1.0,13个整落地
dongchedi::7188504354595278907,7188504354595278907,缤瑞,2023-01-14 22:00:00,old_v1,446,5a204e205455d75a2714c9bb998ce8d168d00294dadffe090c3e9f14c464ec2a,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,866,512,354,183,1049,off_peak,0.000202244,0.0014561568,2026-08-24T05:42:23.381009+00:00,2026-08-24T05:42:27.237691+00:00,False,,,False,,,False,,,False,,,False,,,False,,,True,1.0,油耗的话还可以吧 不走高速，百公里5点几的油耗,False,,,False,,,False,,
dongchedi::7236648855712829496,7236648855712829496,缤瑞,2023-05-24 15:33:00,old_v1,626,57040e6b48cebf418804dfaf23df4b4bad0e948f1d54ff8a8dde7cd2083de001,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,986,512,474,409,1395,off_peak,0.000377804,0.0027201888,2026-08-24T05:29:04.227557+00:00,2026-08-24T05:29:08.297009+00:00,True,1.0,溜背设计、低趴破风姿态、造型非常酷炫,True,1.0,内饰采用的悬浮双联屏超级帅,True,0.0,后备箱空间还可以，不大不小，就是大件不好放,True,1.0,一踩就有，前期提速很快,True,-1.0,底盘有点偏低，走路况不大好的路面，还是要多注意,True,-1.0,胎噪声很大，减震不好，过减速带砰砰的,True,1.0,市区行驶基本上都保持在8个油以下，高速的话更低,True,-1.0,正副驾驶的化妆镜都没灯，成本控制的这么严谨吗,True,-1.0,空调实体按键要按下，停滞个1-2秒才能切到空调设置界面,True,0.0,价位在这里放着，能省都给你省了
dongchedi::6915733240678453255,6915733240678453255,缤越,2021-03-07 20:24:00,old_v1,1407,c6da8d4dc649c9fa15aa87c68024400b7931028858a02577128b39fb2d1b8de6,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1506,256,1250,235,1741,off_peak,0.00043189199999999996,0.0031096224,2026-08-24T05:41:37.458959+00:00,2026-08-24T05:41:42.038561+00:00,True,1.0,被它的时光竞速美学般的外观设计所吸引,True,1.0,红黑内饰等等系列的配置全部砍掉,False,,,True,1.0,141的马力完全足够家用了,True,1.0,方向盘很轻，指哪打哪,True,0.0,在车上感觉不到什么抖，开起来也很平稳,True,1.0,油耗并没有比小日本的车高多少,True,-1.0,还是没有把流水行车灯给补回来,False,,,True,1.0,全车下来9.5，送了记录仪
dongchedi::6936079279725744165,6936079279725744165,英仕派,2021-03-05 16:10:00,old_v1,1038,9fe25fbaa7351027fc81ae6763821a76644048185352faa51f9e8ff48c5e1108,autopulse_absa_v3_2026-08-24,False,ValueError: space.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,3627,2816,811,724,4351,off_peak,0.0006759719999999999,0.0048669984,2026-08-24T05:42:50.622968+00:00,2026-08-24T05:43:07.194342+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dongchedi::7114657653233553445,7114657653233553445,蒙迪欧,2022-06-29 23:35:00,old_v1,835,89b7af6f5137d7192ae2f6fb1fa176fffba4cdeb032109ca9da1f1efae8723dd,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1103,512,591,237,1340,off_peak,0.000290024,0.0020881728,2026-08-24T05:28:53.648913+00:00,2026-08-24T05:28:59.235156+00:00,True,1.0,被蒙丢丢的颜值折服,True,1.0,内饰,True,1.0,很宽敞，坐满过一次标准的五个大汉,True,1.0,提速很稳，120过后提速也依然是说来就来,True,1.0,方向盘轻巧舒适，整个车沉稳厚实,True,1.0,喝酒后坐过一次副驾驶也觉得很舒适,True,0.0,11.3到11.6之间徘徊,True,1.0,19寸的轮毂，加上外观的运动套件,False,,,True,-1.0,没享受到政策还是有点郁闷的
dongchedi::7200052288537235514,7200052288537235514,蔚来ET5,2023-02-15 00:50:00,old_v1,669,5d2ebb7df4d1bb7cb35f72d19e21ed10e456259379dd5efdf74bf6e91ba75761,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1057,512,545,249,1306,off_peak,0.000287824,0.0020723328,2026-08-24T05:29:16.006246+00:00,2026-08-24T05:29:19.130428+00:00,True,1.0,外观线条设计漂亮，特别从侧面看,True,1.0,内饰设计是我的菜，够简约,True,-1.0,前后排坐姿太高，后排位座位的大腿承托缺失,True,1.0,加速快,True,1.0,过坑洼悬挂滤震反馈舒适,True,1.0,行驶品质舒适非常好，隔音与风噪胎噪控制很好,True,0.0,充满实际走400公里,True,1.0,我选装多，所以配置满满,True,1.0,智能化程度高，习惯了,True,1.0,这车的价格与我开的同价格区间的奔驰车就显得蔚来真香
dongchedi::7210345353889976377,7210345353889976377,蔚来ET5,2023-03-14 18:29:00,old_v1,325,0ba00e8ddfdeaaf146d2cc32ae367eab86d7d1b12ece12603d5f7a1ce4d69344,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,803,512,291,201,1004,off_peak,0.00020026400000000002,0.0014419008000000001,2026-08-24T05:42:23.382423+00:00,2026-08-24T05:42:27.445572+00:00,True,1.0,外观颜值在线,True,1.0,内饰简洁环保,False,,,True,0.0,如果去掉一个电机个人觉得更完美,True,1.0,驾驶质感来说也确实比之前886车型的操控好了不少,True,0.0,坐姿确实高,False,,,False,,,False,,,True,1.0,每月6次的免费换电权益
dongchedi::7261472483419623464,7261472483419623464,蔚来ET5,2023-07-30 13:01:00,old_v1,644,8bafebbdf0efdef35d489327994bd8962e7083f1da5aa30ea9c0e3435291190e,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,979,512,467,216,1195,off_peak,0.000248884,0.0017919648000000001,2026-08-24T05:43:07.196997+00:00,2026-08-24T05:43:10.925194+00:00,False,,,False,,,False,,,False,,,True,1.0,驾驶感受感觉这个车特别灵巧，也很轻盈,True,-1.0,噪音有点大，而且感觉是电机声音还是什么,True,-1.0,在城市内，蔚来ET5还是有点虚,True,-1.0,没有座椅通风和方向盘加热,True,1.0,Pilot智能辅助驾驶，特别是在智能领航路段,False,,
autohome::01kbjk05x06mvk8e9j60v00000,01kbjk05x06mvk8e9j60v00000,赛那SIENNA,2025-12-04 00:00:00,autohome_incremental,771,526b53965ffb67705f5edcd3d2ba56dd819c409b9b2a3ec5cb0ef2c711473d9e,autopulse_absa_v3_2026-08-24,False,ValueError: interior.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,3309,2560,749,797,4106,off_peak,0.00070872,0.005102784000000001,2026-08-24T05:43:26.816162+00:00,2026-08-24T05:43:42.092855+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autohome::01adqde2fw64r30e9q6wtg0000,01adqde2fw64r30e9q6wtg0000,起亚KX3傲跑,2022-04-12 00:00:00,autohome_incremental,8585,b9424f0a74a3f842fbc55deb8ad68107b5359942fc539c3cd1a897de9eb3ed5b,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,5996,512,5484,368,6364,off_peak,0.0014529440000000003,0.010461196800000003,2026-08-24T05:29:30.265372+00:00,2026-08-24T05:29:35.039083+00:00,True,1.0,外观大气，比较萌的设计，造型比较可爱,True,0.0,中控台塑料感太强，样式较新颖,True,1.0,乘坐空间尚可，头部空间依旧很宽敞,True,0.0,起步稍显迟钝，但可以接受,True,0.0,指向还算精准，过弯道时有较明显的侧倾感,True,0.0,舒适性较高，颠簸感较为强烈,True,0.0,油耗消耗基本合理，和期望值基本一致,True,0.0,配备了卤素大灯，很是差劲,False,,,True,1.0,性价比高等特点脱颖而出
dongchedi::7059756481297518600,7059756481297518600,轩逸,2022-02-01 23:00:00,old_v1,1576,91f84a2418a342ad5801b13332f3d1938750f99f1c8a09a356ceb9b6bacea89f,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1512,512,1000,239,1751,off_peak,0.000381324,0.0027455328,2026-08-24T05:29:30.264640+00:00,2026-08-24T05:29:33.603234+00:00,True,1.0,整体属于比较耐看的类型,True,1.0,用料还是不错的，门和仪表台上沿还是软的,True,1.0,后排整体空间还是比较大的,True,1.0,动力响应却是出乎意料的快,True,-1.0,底盘表现就比较差了，感觉很硬,True,-1.0,NVH表现也一般,True,-1.0,油耗在我单人全程高速的情况下表显5.9L，这个成绩就比较一般了,True,-1.0,这台低配车型的配置还是比较低的,False,,,True,-1.0,指导价还是太贵了
dongchedi::7573588156541308952,7573588156541308952,迈腾,2025-11-17 15:23:00,old_v1,79,a0170c32f44d8a9d339c48ec1189f30fa6b1f80a886c1cd0f36faf22294c4443,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,649,256,393,201,850,off_peak,0.00022091199999999997,0.0015905663999999998,2026-08-24T05:41:37.457648+00:00,2026-08-24T05:41:41.071045+00:00,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,-1.0,没有后方来车预警，没有雾灯！，倒车灯不照地面,True,1.0,L2级辅助驾驶也给到了,True,1.0,380只比330贵了5500元
dongchedi::7631491533606227992,7631491533606227992,迈腾,2026-04-22 16:04:00,old_v1,59,63e7011305d3012543031ed0df99cb7cd6894dd7a2f017d7a0ef9a2422270ead,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,629,512,117,180,809,off_peak,0.00014812400000000002,0.0010664928,2026-08-24T05:29:12.583158+00:00,2026-08-24T05:29:15.413680+00:00,True,1.0,沉稳大气,False,,,True,1.0,空间表现非常好,True,1.0,动力迅速,True,1.0,指哪打哪,False,,,True,0.0,费点油也正常,False,,,False,,,False,,
dongchedi::7025398649370710024,7025398649370710024,逍客,2021-11-01 08:54:00,old_v1,1084,c214a2865eb366c50e6fa396855a5a7b1b7721dda1ff78348a8e9c409196e00e,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1299,512,787,227,1526,off_peak,0.000326544,0.0023511168,2026-08-24T05:29:25.019597+00:00,2026-08-24T05:29:28.031018+00:00,True,1.0,外观还是比较符合我们的口味,True,-1.0,内饰确实很没有感觉,True,0.0,后排够用，不算宽敞,True,0.0,平常够用，高速不行,True,0.0,Eco模式最顺，但动力响应缓慢,True,-1.0,后排座椅虽软，但角度不可调,True,1.0,表现平均7个油,True,-1.0,配置，想上领航版，没车,False,,,True,0.0,价格超了一点点，能接受
dongchedi::7067426590723936268,7067426590723936268,途岳,2022-02-22 19:34:00,old_v1,316,16fb34641f3665b079538183332af2133cbb0a629a6bc562980e823302230e91,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,804,256,548,192,996,off_peak,0.000249072,0.0017933183999999998,2026-08-24T05:41:37.456810+00:00,2026-08-24T05:41:41.218335+00:00,True,1.0,外观上总体来说中规中矩,True,-1.0,内饰配置弱点,True,1.0,空间真心还可以,True,1.0,完全够用,False,,,True,1.0,很舒服,True,1.0,油耗低呀,True,-1.0,配置上简单了点,False,,,True,1.0,皮实耐用
dongchedi::7129362068112674829,7129362068112674829,途岳,2022-08-08 19:04:00,old_v1,934,d2cfbbaceb9dcc757fdffdafb4abc0023313243080740d54dcc8dd5023db74b6,autopulse_absa_v3_2026-08-24,False,ValueError: power.evidence exceeds 30 characters,3,deepseek-v4-flash,deepseek-v4-flash,disabled,,3600,2816,784,873,4473,off_peak,0.000768372,0.0055322784,2026-08-24T05:42:33.212999+00:00,2026-08-24T05:42:50.618674+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dongchedi::7041123943578603558,7041123943578603558,速腾,2021-12-13 17:56:00,old_v1,1052,eae938264a09220abc8eaff237b79556333983394376a151f8160f429c4e3a6a,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1246,512,734,233,1479,off_peak,0.000318844,0.0022956768,2026-08-24T05:28:59.239520+00:00,2026-08-24T05:29:04.222410+00:00,True,1.0,一个黑亮亮的车进入了我的视线，他看起来真MAN,False,,,False,,,True,1.0,整体动力感觉没有试驾时猛了,False,,,True,-1.0,座椅长时间驾驶时不舒服的感觉就出来了,True,1.0,平均油耗7个左右吧，比我朋友的君威省多了,True,-1.0,没有自动大灯不方便，没有无线CARPLAY不方便,False,,,True,1.0,我不可能花着速腾的钱去追求奥迪的配置吧
dongchedi::7531041055894933529,7531041055894933529,长安UNI-K,2025-07-25 23:25:00,old_v1,56,a8c45765d908f7deecae798995bf6012be4ef896f475a5e433fa701263f9eb44,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,625,0,625,186,811,off_peak,0.00026026,0.0018738720000000002,2026-08-24T05:28:53.650115+00:00,2026-08-24T05:28:56.301061+00:00,False,,,True,1.0,内饰空间很棒,True,1.0,内饰空间很棒,True,1.0,动力也很猛,False,,,False,,,True,-1.0,油耗略高但可以接受,False,,,True,0.0,车机及时更新会更满意,False,,
dongchedi::7444778082566688792,7444778082566688792,长安启源A07,2024-12-05 12:21:00,old_v1,386,a8a6588b2bb1e72d662e3452812d430679a6cba4260724b11fe6e7dd29457ee8,autopulse_absa_v3_2026-08-24,True,,2,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1676,1280,396,456,2132,off_peak,0.00039704000000000003,0.0028586880000000003,2026-08-24T05:41:59.144590+00:00,2026-08-24T05:42:08.612422+00:00,True,1.0,外观确实是漂亮，低趴的车身，犀利的大灯,True,1.0,内饰用料还算良心，全是翻毛皮,False,,,True,1.0,起步和加速动力和油车比是完全没有压力,True,0.0,方向盘调节不错，方向指哪打哪,True,-1.0,底盘有点硬，路面反馈有点明显,True,1.0,油耗不高,False,,,True,1.0,车机也很流畅。L2级的铺助驾驶,False,,
dongchedi::7036401877616955432,7036401877616955432,马自达3 昂克赛拉,2021-12-01 00:32:00,old_v1,1274,61a343d093fa03ad25b92cfa908a29f9e5be29914041d259deddf2018fb74884,autopulse_absa_v3_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1404,512,892,216,1620,off_peak,0.000342384,0.0024651648,2026-08-24T05:41:59.143628+00:00,2026-08-24T05:42:03.154712+00:00,True,1.0,外观确实很帅,True,1.0,内饰也好看,True,-1.0,吐槽最多的肯定就是空间了,True,1.0,动力方面对于我来说已经够了,True,1.0,开起来给我的感觉就是很顺,False,,,True,0.0,表显在8.3左右,True,1.0,感觉挺实用方便的功能,True,1.0,carplay。链接苹果手机可以用高德地图,True,0.0,落地15.2w
dongchedi::7487413300766969881,7487413300766969881,马自达EZ-6,2025-03-30 10:02:00,old_v1,316,1df35614508277c3f64e9e2de83383387b533351a8ddc7e872583ba54c62c5eb,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,786,512,274,232,1018,off_peak,0.000216984,0.0015622848,2026-08-24T05:29:16.005177+00:00,2026-08-24T05:29:19.229914+00:00,True,1.0,晶钻蓝这个颜色，在阳光下很漂亮，很有质感,True,-1.0,不是很喜欢麂皮绒的设计，不是很好打理,True,-1.0,并不是想象中的那么宽敞,False,,,True,1.0,操控确实很不错，转弯很丝滑，地盘也很棒,False,,,False,,,True,1.0,配置还是挺高的，抬头显示，索尼的音响也很棒,True,1.0,还有哨兵模式，360度的影像也很清晰,True,1.0,价格都很符合我的需求
dongchedi::7082275419453394947,7082275419453394947,驱逐舰05,2022-04-03 15:27:00,old_v1,1814,9dbf32dc8495a285d626d8d1bf6d940b87def0da3024ad44caac204de8f28860,autopulse_absa_v2_2026-08-24,True,,1,deepseek-v4-flash,deepseek-v4-flash,disabled,stop,1688,512,1176,232,1920,off_peak,0.000415424,0.0029910528,2026-08-24T05:29:20.938728+00:00,2026-08-24T05:29:24.697610+00:00,True,1.0,外观设计比较符合年轻消费者的审美标准,True,1.0,内饰线条设计的较为柔和,True,1.0,整体的空间表现还是属于中等偏上水准的,True,1.0,动力响应比较积极,True,1.0,转向手感也不错,True,-1.0,胎噪声音会稍大一些,True,1.0,亏电油耗在4.7L/100km左右,True,1.0,一些时下流行的智能化配置均有配备,True,1.0,运行流畅度也还不错,True,1.0,入手一台省油的车型还是颇为值得的
