identity,review_id,review_id_key,series_name,publish_time,corpus_source,platform,content_source,content_len,rating_overall,legacy_available,prompt_version,requested_model,scored_at,text_global_polarity,label_source,manual_qa_status,deepseek_appearance_raw_polarity,deepseek_appearance_legacy_compatible,deepseek_appearance_api_mentioned,uniform_local_appearance_mentioned,deepseek_interior_raw_polarity,deepseek_interior_legacy_compatible,deepseek_interior_api_mentioned,uniform_local_interior_mentioned,deepseek_space_raw_polarity,deepseek_space_legacy_compatible,deepseek_space_api_mentioned,uniform_local_space_mentioned,deepseek_power_raw_polarity,deepseek_power_legacy_compatible,deepseek_power_api_mentioned,uniform_local_power_mentioned,deepseek_control_raw_polarity,deepseek_control_legacy_compatible,deepseek_control_api_mentioned,uniform_local_control_mentioned,deepseek_comfort_raw_polarity,deepseek_comfort_legacy_compatible,deepseek_comfort_api_mentioned,uniform_local_comfort_mentioned,deepseek_fuel_consumption_raw_polarity,deepseek_fuel_consumption_legacy_compatible,deepseek_fuel_consumption_api_mentioned,uniform_local_fuel_consumption_mentioned,deepseek_configuration_raw_polarity,deepseek_configuration_legacy_compatible,deepseek_configuration_api_mentioned,uniform_local_configuration_mentioned,deepseek_intelligence_raw_polarity,deepseek_intelligence_legacy_compatible,deepseek_intelligence_api_mentioned,uniform_local_intelligence_mentioned,deepseek_value_raw_polarity,deepseek_value_legacy_compatible,deepseek_value_api_mentioned,uniform_local_value_mentioned,content_sha256
dongchedi::7172912275173412901,7172912275173412901,7172912275173412901,宝马i3,2022-12-03 21:23:00,old_v1,dongchedi,,977,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,c96663294c73138b2d638d9c8ab43b7c582412a6eda8a282c726a6fe4957bbf2
dongchedi::7175022758768676897,7175022758768676897,7175022758768676897,宝马i3,2022-12-09 13:52:00,old_v1,dongchedi,,758,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,0,-1.0,-1,,1,1.0,1,,1,51f801ad892f4f1515e5b5bd96dfb42783fda7584061ecee2ce35ab18b002049
dongchedi::7172864972408492039,7172864972408492039,7172864972408492039,宝马i3,2022-12-10 00:27:00,old_v1,dongchedi,,352,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,942e7c0af1597d1544d14e67f3f232209149abacc3708d6844199abadc2c960d
dongchedi::7175674114722500668,7175674114722500668,7175674114722500668,宝马i3,2022-12-11 08:09:00,old_v1,dongchedi,,272,4.2,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,1,0.0,0,,0,1.0,1,,1,0.0,0,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,ae6b675ba805a2aac6d47a6cf12e2160fb0892aa10039a0ec7b6e20a0f5ecb54
dongchedi::7176984591968768004,7176984591968768004,7176984591968768004,宝马i3,2022-12-14 20:45:00,old_v1,dongchedi,,978,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,751389a957bf56a9041877d4014a254f29218d7b138e5a1d36c977b227f790b0
dongchedi::7183314836518866978,7183314836518866978,7183314836518866978,宝马i3,2022-12-31 22:13:00,old_v1,dongchedi,,762,4.4,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,1,84edbeea9c3ea7dc88a3d0706c4a828ada25db002da885f7e207b38f0e5f78dd
dongchedi::7184725472712855607,7184725472712855607,7184725472712855607,宝马i3,2023-01-04 17:24:00,old_v1,dongchedi,,432,3.8,True,,,,0,legacy_deepseek_chat_2025,not_required,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,0.0,0,,0,1.0,1,,0,1.0,1,,0,0.0,0,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,d7dc15d1e4e9cbb340ed96349675cced7202b1d5af89f7f033af83e602578188
dongchedi::7185895378917527564,7185895378917527564,7185895378917527564,宝马i3,2023-01-07 21:20:00,old_v1,dongchedi,,561,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,1.0,1,,0,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,4ec217bc46a36754bce0f495a59b11a36d47bc03fce02eeb644ddf0377307f3a
dongchedi::7186067827822956582,7186067827822956582,7186067827822956582,宝马i3,2023-01-08 08:49:00,old_v1,dongchedi,,831,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,f8798f11014e18dceba5bdcd23473297340a3553a2053b8a77f91d0e1a6a1c3f
dongchedi::7189672437548584994,7189672437548584994,7189672437548584994,宝马i3,2023-01-18 02:00:00,old_v1,dongchedi,,344,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,767cc558b656b94f25f3c6b2649c59ed9d56caa54add034673b9e0bda2d99652
dongchedi::7195488060472037432,7195488060472037432,7195488060472037432,宝马i3,2023-02-02 17:28:00,old_v1,dongchedi,,1050,4.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,9d67471b6faf97ab2ce604220cc2107c4c22432958a286e3bbfa70d3908f5f8b
dongchedi::7195895891343970316,7195895891343970316,7195895891343970316,宝马i3,2023-02-03 19:51:00,old_v1,dongchedi,,428,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,f8b0660a947f3df83e403aacacde8e473751fd67198be9a59b4465ba8e69cc11
dongchedi::7201149355904995343,7201149355904995343,7201149355904995343,宝马i3,2023-02-19 01:51:00,old_v1,dongchedi,,1572,3.6,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,0,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,c48f3bc0a3c5ffb9f646366a1d55af2598436421e28c13247133b62e65ee4725
dongchedi::7203364311245262883,7203364311245262883,7203364311245262883,宝马i3,2023-02-23 22:52:00,old_v1,dongchedi,,661,4.4,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,3c18e4cab9588815fff00a5454dc52c1a89d69ba18c32827c74623374578b02a
dongchedi::7205170408323027000,7205170408323027000,7205170408323027000,宝马i3,2023-02-28 19:41:00,old_v1,dongchedi,,1234,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,24c60d79d629e23db2f4b87bd7e507ce93804191faebe8acb8d1591eb4c9aa28
dongchedi::7205496512573345829,7205496512573345829,7205496512573345829,宝马i3,2023-03-01 16:46:00,old_v1,dongchedi,,334,3.7,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,-1.0,-1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,0,0.0,0,,0,1.0,1,,1,4215991389cc4a935a8c0d4d29a03d27462e07f8adaf691ef02371aa55c3dc41
dongchedi::7207439696438235197,7207439696438235197,7207439696438235197,宝马i3,2023-03-06 22:27:00,old_v1,dongchedi,,441,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,-1.0,-1,,0,-1.0,-1,,1,1.0,1,,1,cc84922dfa6626f48dc3f7d0506f049fd71a9dac06d8cb127fc20c9f4fa599fd
dongchedi::7208476803466268729,7208476803466268729,7208476803466268729,宝马i3,2023-03-09 19:10:00,old_v1,dongchedi,,593,3.9,True,,,,0,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,9e3b904442e62245c487b872a639b2482a00e627e38bce817bd53aa04e2cf829
dongchedi::7210346783598186531,7210346783598186531,7210346783598186531,宝马i3,2023-03-14 18:28:00,old_v1,dongchedi,,818,3.5,True,,,,0,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,0.0,0,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,5e40457b14fc770d0baa1c0073f40f25b3d70860dbf5d0e51e5dae65fc245d7f
dongchedi::7217653740889706511,7217653740889706511,7217653740889706511,宝马i3,2023-04-03 12:17:00,old_v1,dongchedi,,771,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,1,0.0,0,,0,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,0,f9f18531a914aee0c628f154bb24d45cbcd815db79932e0dd295652f8aeb9dde
dongchedi::7221352478040657981,7221352478040657981,7221352478040657981,宝马i3,2023-04-13 10:15:00,old_v1,dongchedi,,1190,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,9b22cd90886a03614382e3473c068c922a70d161223573533a0a43dd2b77f124
dongchedi::7221716128228184103,7221716128228184103,7221716128228184103,宝马i3,2023-04-14 09:57:00,old_v1,dongchedi,,392,4.2,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,0.0,0,,1,-1.0,-1,,1,0.0,0,,1,0.0,0,,1,fb5c5ac08cbcc1d57c69e629b4c5bb1b059f433e2409ce134656b6a1072b4a31
dongchedi::7224327927268118589,7224327927268118589,7224327927268118589,宝马i3,2023-04-21 11:16:00,old_v1,dongchedi,,360,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,2aea2ada903925852738101124adccbe4d8b8a1e856ac58dbea52dbaedb67cc4
dongchedi::7203634454256947257,7203634454256947257,7203634454256947257,宝马i3,2023-05-10 01:24:00,old_v1,dongchedi,,1238,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,103f88514a9c29cc3217270cfc5350d4d620454a59bcabcd7c857847ce4b5042
dongchedi::7232938877801992229,7232938877801992229,7232938877801992229,宝马i3,2023-05-14 16:42:00,old_v1,dongchedi,,1733,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,4c333a7742acd5be8da8917d1f6225cb379b166266526581b9b4c59db820b0a6
dongchedi::7233758177542541327,7233758177542541327,7233758177542541327,宝马i3,2023-05-16 21:25:00,old_v1,dongchedi,,1082,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,460267a9859277fdd3d6812bde3778e848e1a622030443cfc720981f21a4b497
dongchedi::7234334284293607462,7234334284293607462,7234334284293607462,宝马i3,2023-05-18 10:19:00,old_v1,dongchedi,,520,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,1,e62df51763f84c9173430485794623a49d8cd4d06a1d6761032edf4e005ac979
dongchedi::7233966498614612000,7233966498614612000,7233966498614612000,宝马i3,2023-05-18 21:19:00,old_v1,dongchedi,,1995,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,ee944b6d7f336f6714d6caa6bcf025299586c3d28b243655819e8ddd666e880a
dongchedi::7237021803749576760,7237021803749576760,7237021803749576760,宝马i3,2023-05-25 15:41:00,old_v1,dongchedi,,684,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,a3124dfa84b4915be8aeba9f61f0ccae9f2f416ed52fe1a9a5b7ccf5b8bfb54a
dongchedi::7237055598913654788,7237055598913654788,7237055598913654788,宝马i3,2023-05-25 18:34:00,old_v1,dongchedi,,458,3.8,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,0,0.0,0,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,81778d6fd7a3a7fae4e3ef4cde8b5d8070028b00b420db35e685b58ecdce0ce2
dongchedi::7241941214704963595,7241941214704963595,7241941214704963595,宝马i3,2023-06-07 21:50:00,old_v1,dongchedi,,456,3.7,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,fb730617481145833fb75df37d45dc4c99e01da9e8b97ca27c48a2e514442957
dongchedi::7242249575912706051,7242249575912706051,7242249575912706051,宝马i3,2023-06-08 18:01:00,old_v1,dongchedi,,610,4.4,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,1.0,1,,1,b7aaee52d504aa28bd3a3d283642df689a7156eb30c3203bcd24f586bba80d7a
dongchedi::7243629972470894624,7243629972470894624,7243629972470894624,宝马i3,2023-06-12 11:03:00,old_v1,dongchedi,,324,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,-1.0,-1,,0,1.0,1,,1,337e4615f0aa82227a7051232985e9e5e01697b276453e517b148dcb37a8bce5
dongchedi::7210411465600143421,7210411465600143421,7210411465600143421,宝马i3,2023-06-29 11:36:00,old_v1,dongchedi,,663,4.5,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,1,1.0,1,,1,0.0,0,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,-1.0,-1,,1,0.0,0,,1,d0db5aedfe21744336ca1a356e8fecd78072b1d4b36927690ecc7569e990ad82
dongchedi::7251406879488741409,7251406879488741409,7251406879488741409,宝马i3,2023-07-03 10:18:00,old_v1,dongchedi,,345,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,0,956dd922b72b34b4d569e7ac6ba5692720edb4b1e818d0a47a9c5feb969aad21
dongchedi::7252632101046980620,7252632101046980620,7252632101046980620,宝马i3,2023-07-06 17:30:00,old_v1,dongchedi,,1904,4.0,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,9d06d2a46de1f66982e3d812d7ecc9d070e6b9d97ab76a7cb68a03f686bd47e1
dongchedi::7252975780513189920,7252975780513189920,7252975780513189920,宝马i3,2023-07-07 15:53:00,old_v1,dongchedi,,388,3.7,True,,,,-1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,54fa256f2f5c40dbab4d5f479297b75bf9451078d2cb6b030b318c580ea9d5eb
dongchedi::7258129145350066211,7258129145350066211,7258129145350066211,宝马i3,2023-07-21 12:48:00,old_v1,dongchedi,,1099,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,ec8eb39d74764fc5628949d1588f544f898b90e47fa5e61bb3ad61d237ed0731
dongchedi::7259926331121471488,7259926331121471488,7259926331121471488,宝马i3,2023-07-26 10:11:00,old_v1,dongchedi,,1260,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,82b1b2aa49ffb06f4e2a86f75c25ada56ded465efa11e2fbf0b5088460dfba98
dongchedi::7268119342376554548,7268119342376554548,7268119342376554548,宝马i3,2023-08-17 10:56:00,old_v1,dongchedi,,400,3.8,True,,,,1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,18f54790ada4595138ed2a011e09bff3b55ca6ee3040551fd18c9c1fdbc3b7c5
dongchedi::7269780557569986619,7269780557569986619,7269780557569986619,宝马i3,2023-08-23 10:09:00,old_v1,dongchedi,,1249,4.1,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,8c05d345435ef6fe9a4b66841d59dd7ba360e78da45f2a75f50f2c083205e51c
dongchedi::7272019705190158397,7272019705190158397,7272019705190158397,宝马i3,2023-08-27 23:10:00,old_v1,dongchedi,,337,3.7,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,-1.0,-1,,0,0.0,0,,0,1.0,1,,1,-1.0,-1,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,0,237310a4e658825a35c8dcdd9be437abf55d34910ada8547241b17b1bbf83485
dongchedi::7272029887827808267,7272029887827808267,7272029887827808267,宝马i3,2023-08-27 23:51:00,old_v1,dongchedi,,831,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,0.0,0,,0,-1.0,-1,,1,93fe1863f8e9963bf4791e8a72124ffc0396e972cf052b27e4c6329a2de218e3
dongchedi::7282783705536401408,7282783705536401408,7282783705536401408,宝马i3,2023-09-25 23:39:00,old_v1,dongchedi,,478,3.9,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,-1.0,-1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,0.0,0,,0,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,1,3b5b22c715deac0c6d42309a8dec025d279722e86058fabb0c6c1e03a633b777
dongchedi::7288082779500187704,7288082779500187704,7288082779500187704,宝马i3,2023-10-10 06:17:00,old_v1,dongchedi,,841,4.1,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,0.0,0,,1,d8bc9de6eae798f000bba94017c34c78211549ed1339582c46cf9751b836ad0d
dongchedi::7291133671308791848,7291133671308791848,7291133671308791848,宝马i3,2023-10-18 11:22:00,old_v1,dongchedi,,431,4.3,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,a616b55c871b0b7064836e5e9aea9276409d99ad174950281cdb34a02fa4772a
dongchedi::7292374622186508298,7292374622186508298,7292374622186508298,宝马i3,2023-10-21 20:36:00,old_v1,dongchedi,,589,4.6,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,763c9f3c911147fe886f642ccf954dbd95634a1b1c069a93995f570b40e648db
dongchedi::7302262083230371903,7302262083230371903,7302262083230371903,宝马i3,2023-11-17 11:32:00,old_v1,dongchedi,,648,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,0.0,0,,1,1.0,1,,1,0.0,0,,1,1.0,1,,0,0.0,0,,1,-1.0,-1,,0,0.0,0,,1,1.0,1,,1,fcd528f2c90b19aa5a54acd7a81f9f533d1898d330a54c8f578d09f76f293b56
dongchedi::7307059573158842430,7307059573158842430,7307059573158842430,宝马i3,2023-11-30 09:39:00,old_v1,dongchedi,,425,4.4,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,0.0,0,,1,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,-1.0,-1,,1,0d682f4fbfdcc6973cd2458efef39d8e565df3ffab63b36defa7b36259fd85fd
dongchedi::7307268917372670014,7307268917372670014,7307268917372670014,宝马i3,2023-11-30 22:56:00,old_v1,dongchedi,,355,4.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,0.0,0,,0,-1.0,-1,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,0.0,0,,0,1.0,1,,1,c5690fbbd3104e0c179a0c3a6541d323c256a626ff74ef84ee92cc921fa4b746
dongchedi::7307872480884953150,7307872480884953150,7307872480884953150,宝马i3,2023-12-02 14:41:00,old_v1,dongchedi,,740,4.4,True,,,,-1,legacy_deepseek_chat_2025,not_required,-1.0,-1,,1,0.0,0,,0,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,1,-1.0,-1,,1,1.0,1,,1,0451e3f40bb4a4e43a16680c2e566f53536ebcaea3a37abbcf8c1d833b1b8448
dongchedi::7311251151091929125,7311251151091929125,7311251151091929125,宝马i3,2023-12-11 16:28:00,old_v1,dongchedi,,552,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,1,0.0,0,,1,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,0.0,0,,0,1.0,1,,1,a4d17bdaa330929bb7dde5a2646f2e8b4666982e12761ddbc86e7af65858dd8d
dongchedi::7317318240525357118,7317318240525357118,7317318240525357118,宝马i3,2023-12-28 00:51:00,old_v1,dongchedi,,403,3.9,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,0,1.0,1,,0,1.0,1,,1,-1.0,-1,,0,-1.0,-1,,1,1.0,1,,1,9f1eb7fec3e5405cdb1033dd7db1fe8e93305d249d766d5a2de5cf3b8d5d3cf4
dongchedi::7322847854228164670,7322847854228164670,7322847854228164670,宝马i3,2024-01-11 23:41:00,old_v1,dongchedi,,1538,3.6,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,0.0,0,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,cd1cae3879111e57ee7911f02530f6679a42ce3bf5fabc0a759fd475cb162cdb
dongchedi::7332658143798775833,7332658143798775833,7332658143798775833,宝马i3,2024-02-07 09:53:00,old_v1,dongchedi,,458,4.4,True,,,,0,legacy_deepseek_chat_2025,not_required,0.0,0,,0,0.0,0,,0,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,1,1.0,1,,0,-1.0,-1,,1,0.0,0,,1,182e7cce45f4b9422a9d9fab8302b9ea899cf3b2cf135a77d68f8dbf49ccff29
dongchedi::7337368097747128345,7337368097747128345,7337368097747128345,宝马i3,2024-02-20 01:55:00,old_v1,dongchedi,,514,4.0,True,,,,1,legacy_deepseek_chat_2025,not_required,1.0,1,,0,1.0,1,,1,1.0,1,,1,1.0,1,,0,1.0,1,,1,-1.0,-1,,1,1.0,1,,1,1.0,1,,0,-1.0,-1,,1,1.0,1,,1,2765d510819948578fe25825e935b1591d8909cc5443cc4e48e30e8c80ea0d7c
dongchedi::7353462494230220824,7353462494230220824,7353462494230220824,宝马i3,2024-04-03 11:12:00,old_v1,dongchedi,,577,3.7,True,,,,-1,legacy_deepseek_chat_2025,not_required,0.0,0,,0,-1.0,-1,,1,1.0,1,,1,0.0,0,,0,1.0,1,,1,1.0,1,,0,1.0,1,,1,-1.0,-1,,1,-1.0,-1,,1,-1.0,-1,,1,6a04e771b41d5f1ec4568fe2c966b373cbf0cbb5a98f91dc3d69a36539363e12
