series_name,date,split
日产N7,2025-04-01,train
日产N7,2025-05-01,train
日产N7,2025-06-01,train
日产N7,2025-07-01,val
日产N7,2025-08-01,val
日产N7,2025-09-01,val
日产N7,2025-10-01,val
日产N7,2025-11-01,val
日产N7,2025-12-01,val
日产N7,2026-01-01,test
日产N7,2026-02-01,test
日产N7,2026-03-01,test
日产N7,2026-04-01,test
日产N7,2026-05-01,test
日产N7,2026-06-01,test
日产NX8,2022-01-01,train
日产NX8,2022-02-01,train
日产NX8,2022-03-01,train
日产NX8,2022-04-01,train
日产NX8,2022-05-01,train
日产NX8,2022-06-01,train
日产NX8,2022-07-01,train
日产NX8,2022-08-01,train
日产NX8,2022-09-01,train
日产NX8,2022-10-01,train
日产NX8,2022-11-01,train
日产NX8,2022-12-01,train
日产NX8,2023-01-01,train
日产NX8,2023-02-01,train
日产NX8,2023-03-01,train
日产NX8,2023-04-01,train
日产NX8,2023-05-01,train
日产NX8,2023-06-01,train
日产NX8,2023-07-01,train
日产NX8,2023-08-01,train
日产NX8,2023-09-01,train
日产NX8,2023-10-01,train
日产NX8,2023-11-01,train
日产NX8,2023-12-01,train
日产NX8,2024-01-01,train
日产NX8,2024-02-01,train
日产NX8,2024-03-01,train
日产NX8,2024-04-01,train
日产NX8,2024-05-01,train
日产NX8,2024-06-01,train
日产NX8,2024-07-01,train
日产NX8,2024-08-01,train
日产NX8,2024-09-01,train
日产NX8,2024-10-01,train
日产NX8,2024-11-01,train
日产NX8,2024-12-01,train
日产NX8,2025-01-01,train
日产NX8,2025-02-01,train
日产NX8,2025-03-01,train
日产NX8,2025-04-01,train
日产NX8,2025-05-01,train
日产NX8,2025-06-01,train
日产NX8,2025-07-01,val
日产NX8,2025-08-01,val
日产NX8,2025-09-01,val
日产NX8,2025-10-01,val
日产NX8,2025-11-01,val
日产NX8,2025-12-01,val
日产NX8,2026-01-01,test
日产NX8,2026-02-01,test
日产NX8,2026-03-01,test
日产NX8,2026-04-01,test
日产NX8,2026-05-01,test
日产NX8,2026-06-01,test
昂科威,2022-01-01,train
昂科威,2022-02-01,train
昂科威,2022-03-01,train
昂科威,2022-04-01,train
昂科威,2022-05-01,train
昂科威,2022-06-01,train
昂科威,2022-07-01,train
昂科威,2022-08-01,train
昂科威,2022-09-01,train
昂科威,2022-10-01,train
昂科威,2022-11-01,train
昂科威,2022-12-01,train
昂科威,2023-01-01,train
昂科威,2023-02-01,train
昂科威,2023-03-01,train
昂科威,2023-04-01,train
昂科威,2023-05-01,train
昂科威,2023-06-01,train
昂科威,2023-07-01,train
昂科威,2023-08-01,train
昂科威,2023-09-01,train
昂科威,2023-10-01,train
昂科威,2023-11-01,train
昂科威,2023-12-01,train
昂科威,2024-01-01,train
昂科威,2024-02-01,train
昂科威,2024-03-01,train
昂科威,2024-04-01,train
昂科威,2024-05-01,train
昂科威,2024-06-01,train
昂科威,2024-07-01,train
昂科威,2024-08-01,train
昂科威,2024-09-01,train
昂科威,2024-10-01,train
昂科威,2024-11-01,train
昂科威,2024-12-01,train
昂科威,2025-01-01,train
昂科威,2025-02-01,train
昂科威,2025-03-01,train
昂科威,2025-04-01,train
昂科威,2025-05-01,train
昂科威,2025-06-01,train
昂科威,2025-07-01,val
昂科威,2025-08-01,val
昂科威,2025-09-01,val
昂科威,2025-10-01,val
昂科威,2025-11-01,val
昂科威,2025-12-01,val
昂科威,2026-01-01,test
昂科威,2026-02-01,test
昂科威,2026-03-01,test
昂科威,2026-04-01,test
昂科威,2026-05-01,test
昂科威,2026-06-01,test
昊铂GT,2022-01-01,train
昊铂GT,2022-02-01,train
昊铂GT,2022-03-01,train
昊铂GT,2022-04-01,train
昊铂GT,2022-05-01,train
昊铂GT,2022-06-01,train
昊铂GT,2022-07-01,train
昊铂GT,2022-08-01,train
昊铂GT,2022-09-01,train
昊铂GT,2022-10-01,train
昊铂GT,2022-11-01,train
昊铂GT,2022-12-01,train
昊铂GT,2023-01-01,train
昊铂GT,2023-02-01,train
昊铂GT,2023-03-01,train
昊铂GT,2023-04-01,train
昊铂GT,2023-05-01,train
昊铂GT,2023-06-01,train
昊铂GT,2023-07-01,train
昊铂GT,2023-08-01,train
昊铂GT,2023-09-01,train
昊铂GT,2023-10-01,train
昊铂GT,2023-11-01,train
昊铂GT,2023-12-01,train
昊铂GT,2024-01-01,train
昊铂GT,2024-02-01,train
昊铂GT,2024-03-01,train
昊铂GT,2024-04-01,train
昊铂GT,2024-05-01,train
昊铂GT,2024-06-01,train
昊铂GT,2024-07-01,train
昊铂GT,2024-08-01,train
昊铂GT,2024-09-01,train
昊铂GT,2024-10-01,train
昊铂GT,2024-11-01,train
昊铂GT,2024-12-01,train
昊铂GT,2025-01-01,train
昊铂GT,2025-02-01,train
昊铂GT,2025-03-01,train
昊铂GT,2025-04-01,train
昊铂GT,2025-05-01,train
昊铂GT,2025-06-01,train
昊铂GT,2025-07-01,val
昊铂GT,2025-08-01,val
昊铂GT,2025-09-01,val
昊铂GT,2025-10-01,val
昊铂GT,2025-11-01,val
昊铂GT,2025-12-01,val
昊铂GT,2026-01-01,test
昊铂GT,2026-02-01,test
昊铂GT,2026-03-01,test
昊铂GT,2026-04-01,test
昊铂GT,2026-05-01,test
昊铂GT,2026-06-01,test
星海S7,2022-01-01,train
星海S7,2022-02-01,train
星海S7,2022-03-01,train
星海S7,2022-04-01,train
星海S7,2022-05-01,train
星海S7,2022-06-01,train
星海S7,2022-07-01,train
星海S7,2022-08-01,train
星海S7,2022-09-01,train
星海S7,2022-10-01,train
星海S7,2022-11-01,train
星海S7,2022-12-01,train
星海S7,2023-01-01,train
星海S7,2023-02-01,train
星海S7,2023-03-01,train
星海S7,2023-04-01,train
星海S7,2023-05-01,train
星海S7,2023-06-01,train
星海S7,2023-07-01,train
星海S7,2023-08-01,train
星海S7,2023-09-01,train
星海S7,2023-10-01,train
星海S7,2023-11-01,train
星海S7,2023-12-01,train
星海S7,2024-01-01,train
星海S7,2024-02-01,train
星海S7,2024-03-01,train
星海S7,2024-04-01,train
星海S7,2024-05-01,train
星海S7,2024-06-01,train
星海S7,2024-07-01,train
星海S7,2024-08-01,train
星海S7,2024-09-01,train
星海S7,2024-10-01,train
星海S7,2024-11-01,train
星海S7,2024-12-01,train
星海S7,2025-01-01,train
星海S7,2025-02-01,train
星海S7,2025-03-01,train
星海S7,2025-04-01,train
星海S7,2025-05-01,train
星海S7,2025-06-01,train
星海S7,2025-07-01,val
星海S7,2025-08-01,val
星海S7,2025-09-01,val
星海S7,2025-10-01,val
星海S7,2025-11-01,val
星海S7,2025-12-01,val
星海S7,2026-01-01,test
星海S7,2026-02-01,test
星海S7,2026-03-01,test
星海S7,2026-04-01,test
星海S7,2026-05-01,test
星海S7,2026-06-01,test
星海T5,2022-01-01,train
星海T5,2022-02-01,train
星海T5,2022-03-01,train
星海T5,2022-04-01,train
星海T5,2022-05-01,train
星海T5,2022-06-01,train
星海T5,2022-07-01,train
星海T5,2022-08-01,train
星海T5,2022-09-01,train
星海T5,2022-10-01,train
星海T5,2022-11-01,train
星海T5,2022-12-01,train
星海T5,2023-01-01,train
星海T5,2023-02-01,train
星海T5,2023-03-01,train
星海T5,2023-04-01,train
星海T5,2023-05-01,train
星海T5,2023-06-01,train
星海T5,2023-07-01,train
星海T5,2023-08-01,train
星海T5,2023-09-01,train
星海T5,2023-10-01,train
星海T5,2023-11-01,train
星海T5,2023-12-01,train
星海T5,2024-01-01,train
星海T5,2024-02-01,train
星海T5,2024-03-01,train
星海T5,2024-04-01,train
星海T5,2024-05-01,train
星海T5,2024-06-01,train
星海T5,2024-07-01,train
星海T5,2024-08-01,train
星海T5,2024-09-01,train
星海T5,2024-10-01,train
星海T5,2024-11-01,train
星海T5,2024-12-01,train
星海T5,2025-01-01,train
星海T5,2025-02-01,train
星海T5,2025-03-01,train
星海T5,2025-04-01,train
星海T5,2025-05-01,train
星海T5,2025-06-01,train
星海T5,2025-07-01,val
星海T5,2025-08-01,val
星海T5,2025-09-01,val
星海T5,2025-10-01,val
星海T5,2025-11-01,val
星海T5,2025-12-01,val
星海T5,2026-01-01,test
星海T5,2026-02-01,test
星海T5,2026-03-01,test
星海T5,2026-04-01,test
星海T5,2026-05-01,test
星海T5,2026-06-01,test
星海V9,2022-01-01,train
星海V9,2022-02-01,train
星海V9,2022-03-01,train
星海V9,2022-04-01,train
星海V9,2022-05-01,train
星海V9,2022-06-01,train
星海V9,2022-07-01,train
星海V9,2022-08-01,train
星海V9,2022-09-01,train
星海V9,2022-10-01,train
星海V9,2022-11-01,train
星海V9,2022-12-01,train
星海V9,2023-01-01,train
星海V9,2023-02-01,train
星海V9,2023-03-01,train
星海V9,2023-04-01,train
星海V9,2023-05-01,train
星海V9,2023-06-01,train
星海V9,2023-07-01,train
星海V9,2023-08-01,train
星海V9,2023-09-01,train
星海V9,2023-10-01,train
星海V9,2023-11-01,train
星海V9,2023-12-01,train
星海V9,2024-01-01,train
星海V9,2024-02-01,train
星海V9,2024-03-01,train
星海V9,2024-04-01,train
星海V9,2024-05-01,train
星海V9,2024-06-01,train
星海V9,2024-07-01,train
星海V9,2024-08-01,train
星海V9,2024-09-01,train
星海V9,2024-10-01,train
星海V9,2024-11-01,train
星海V9,2024-12-01,train
星海V9,2025-01-01,train
星海V9,2025-02-01,train
星海V9,2025-03-01,train
星海V9,2025-04-01,train
星海V9,2025-05-01,train
星海V9,2025-06-01,train
星海V9,2025-07-01,val
星海V9,2025-08-01,val
星海V9,2025-09-01,val
星海V9,2025-10-01,val
星海V9,2025-11-01,val
星海V9,2025-12-01,val
星海V9,2026-01-01,test
星海V9,2026-02-01,test
星海V9,2026-03-01,test
星海V9,2026-04-01,test
星海V9,2026-05-01,test
星海V9,2026-06-01,test
星瑞,2022-01-01,train
星瑞,2022-02-01,train
星瑞,2022-03-01,train
星瑞,2022-04-01,train
星瑞,2022-05-01,train
星瑞,2022-06-01,train
星瑞,2022-07-01,train
星瑞,2022-08-01,train
星瑞,2022-09-01,train
星瑞,2022-10-01,train
星瑞,2022-11-01,train
星瑞,2022-12-01,train
星瑞,2023-01-01,train
星瑞,2023-02-01,train
星瑞,2023-03-01,train
星瑞,2023-04-01,train
星瑞,2023-05-01,train
星瑞,2023-06-01,train
星瑞,2023-07-01,train
星瑞,2023-08-01,train
星瑞,2023-09-01,train
星瑞,2023-10-01,train
星瑞,2023-11-01,train
星瑞,2023-12-01,train
星瑞,2024-01-01,train
星瑞,2024-02-01,train
星瑞,2024-03-01,train
星瑞,2024-04-01,train
星瑞,2024-05-01,train
星瑞,2024-06-01,train
星瑞,2024-07-01,train
星瑞,2024-08-01,train
星瑞,2024-09-01,train
星瑞,2024-10-01,train
星瑞,2024-11-01,train
星瑞,2024-12-01,train
星瑞,2025-01-01,train
星瑞,2025-02-01,train
星瑞,2025-03-01,train
星瑞,2025-04-01,train
星瑞,2025-05-01,train
星瑞,2025-06-01,train
星瑞,2025-07-01,val
星瑞,2025-08-01,val
星瑞,2025-09-01,val
星瑞,2025-10-01,val
星瑞,2025-11-01,val
星瑞,2025-12-01,val
星瑞,2026-01-01,test
星瑞,2026-02-01,test
星瑞,2026-03-01,test
星瑞,2026-04-01,test
星瑞,2026-05-01,test
星瑞,2026-06-01,test
星瑞L,2022-01-01,train
星瑞L,2022-02-01,train
星瑞L,2022-03-01,train
星瑞L,2022-04-01,train
星瑞L,2022-05-01,train
星瑞L,2022-06-01,train
星瑞L,2022-07-01,train
星瑞L,2022-08-01,train
星瑞L,2022-09-01,train
星瑞L,2022-10-01,train
星瑞L,2022-11-01,train
星瑞L,2022-12-01,train
星瑞L,2023-01-01,train
星瑞L,2023-02-01,train
星瑞L,2023-03-01,train
星瑞L,2023-04-01,train
星瑞L,2023-05-01,train
星瑞L,2023-06-01,train
星瑞L,2023-07-01,train
星瑞L,2023-08-01,train
星瑞L,2023-09-01,train
星瑞L,2023-10-01,train
星瑞L,2023-11-01,train
星瑞L,2023-12-01,train
星瑞L,2024-01-01,train
星瑞L,2024-02-01,train
星瑞L,2024-03-01,train
星瑞L,2024-04-01,train
星瑞L,2024-05-01,train
星瑞L,2024-06-01,train
星瑞L,2024-07-01,train
星瑞L,2024-08-01,train
星瑞L,2024-09-01,train
星瑞L,2024-10-01,train
星瑞L,2024-11-01,train
星瑞L,2024-12-01,train
星瑞L,2025-01-01,train
星瑞L,2025-02-01,train
星瑞L,2025-03-01,train
星瑞L,2025-04-01,train
星瑞L,2025-05-01,train
星瑞L,2025-06-01,train
星瑞L,2025-07-01,val
星瑞L,2025-08-01,val
星瑞L,2025-09-01,val
星瑞L,2025-10-01,val
星瑞L,2025-11-01,val
星瑞L,2025-12-01,val
星瑞L,2026-01-01,test
星瑞L,2026-02-01,test
星瑞L,2026-03-01,test
星瑞L,2026-04-01,test
星瑞L,2026-05-01,test
星瑞L,2026-06-01,test
星越L,2022-01-01,train
星越L,2022-02-01,train
星越L,2022-03-01,train
星越L,2022-04-01,train
星越L,2022-05-01,train
星越L,2022-06-01,train
星越L,2022-07-01,train
星越L,2022-08-01,train
星越L,2022-09-01,train
星越L,2022-10-01,train
星越L,2022-11-01,train
星越L,2022-12-01,train
星越L,2023-01-01,train
星越L,2023-02-01,train
星越L,2023-03-01,train
星越L,2023-04-01,train
星越L,2023-05-01,train
星越L,2023-06-01,train
星越L,2023-07-01,train
星越L,2023-08-01,train
星越L,2023-09-01,train
星越L,2023-10-01,train
星越L,2023-11-01,train
星越L,2023-12-01,train
星越L,2024-01-01,train
星越L,2024-02-01,train
星越L,2024-03-01,train
星越L,2024-04-01,train
星越L,2024-05-01,train
星越L,2024-06-01,train
星越L,2024-07-01,train
星越L,2024-08-01,train
星越L,2024-09-01,train
星越L,2024-10-01,train
星越L,2024-11-01,train
星越L,2024-12-01,train
星越L,2025-01-01,train
星越L,2025-02-01,train
星越L,2025-03-01,train
星越L,2025-04-01,train
星越L,2025-05-01,train
星越L,2025-06-01,train
星越L,2025-07-01,val
星越L,2025-08-01,val
星越L,2025-09-01,val
星越L,2025-10-01,val
星越L,2025-11-01,val
星越L,2025-12-01,val
星越L,2026-01-01,test
星越L,2026-02-01,test
星越L,2026-03-01,test
星越L,2026-04-01,test
星越L,2026-05-01,test
星越L,2026-06-01,test
星越L 智擎,2022-01-01,train
星越L 智擎,2022-02-01,train
星越L 智擎,2022-03-01,train
星越L 智擎,2022-04-01,train
星越L 智擎,2022-05-01,train
星越L 智擎,2022-06-01,train
星越L 智擎,2022-07-01,train
星越L 智擎,2022-08-01,train
星越L 智擎,2022-09-01,train
星越L 智擎,2022-10-01,train
星越L 智擎,2022-11-01,train
星越L 智擎,2022-12-01,train
星越L 智擎,2023-01-01,train
星越L 智擎,2023-02-01,train
星越L 智擎,2023-03-01,train
星越L 智擎,2023-04-01,train
星越L 智擎,2023-05-01,train
星越L 智擎,2023-06-01,train
星越L 智擎,2023-07-01,train
星越L 智擎,2023-08-01,train
星越L 智擎,2023-09-01,train
星越L 智擎,2023-10-01,train
星越L 智擎,2023-11-01,train
星越L 智擎,2023-12-01,train
星越L 智擎,2024-01-01,train
星越L 智擎,2024-02-01,train
星越L 智擎,2024-03-01,train
星越L 智擎,2024-04-01,train
星越L 智擎,2024-05-01,train
星越L 智擎,2024-06-01,train
星越L 智擎,2024-07-01,train
星越L 智擎,2024-08-01,train
星越L 智擎,2024-09-01,train
星越L 智擎,2024-10-01,train
星越L 智擎,2024-11-01,train
星越L 智擎,2024-12-01,train
星越L 智擎,2025-01-01,train
星越L 智擎,2025-02-01,train
星越L 智擎,2025-03-01,train
星越L 智擎,2025-04-01,train
星越L 智擎,2025-05-01,train
星越L 智擎,2025-06-01,train
星越L 智擎,2025-07-01,val
星越L 智擎,2025-08-01,val
星越L 智擎,2025-09-01,val
星越L 智擎,2025-10-01,val
星越L 智擎,2025-11-01,val
星越L 智擎,2025-12-01,val
星越L 智擎,2026-01-01,test
星越L 智擎,2026-02-01,test
星越L 智擎,2026-03-01,test
星越L 智擎,2026-04-01,test
星越L 智擎,2026-05-01,test
星越L 智擎,2026-06-01,test
星途ES,2022-01-01,train
星途ES,2022-02-01,train
星途ES,2022-03-01,train
星途ES,2022-04-01,train
星途ES,2022-05-01,train
星途ES,2022-06-01,train
星途ES,2022-07-01,train
星途ES,2022-08-01,train
星途ES,2022-09-01,train
星途ES,2022-10-01,train
星途ES,2022-11-01,train
星途ES,2022-12-01,train
星途ES,2023-01-01,train
星途ES,2023-02-01,train
星途ES,2023-03-01,train
星途ES,2023-04-01,train
星途ES,2023-05-01,train
星途ES,2023-06-01,train
星途ES,2023-07-01,train
星途ES,2023-08-01,train
星途ES,2023-09-01,train
星途ES,2023-10-01,train
星途ES,2023-11-01,train
星途ES,2023-12-01,train
星途ES,2024-01-01,train
星途ES,2024-02-01,train
星途ES,2024-03-01,train
星途ES,2024-04-01,train
星途ES,2024-05-01,train
星途ES,2024-06-01,train
星途ES,2024-07-01,train
星途ES,2024-08-01,train
星途ES,2024-09-01,train
星途ES,2024-10-01,train
星途ES,2024-11-01,train
星途ES,2024-12-01,train
星途ES,2025-01-01,train
星途ES,2025-02-01,train
星途ES,2025-03-01,train
星途ES,2025-04-01,train
星途ES,2025-05-01,train
星途ES,2025-06-01,train
星途ES,2025-07-01,val
星途ES,2025-08-01,val
星途ES,2025-09-01,val
星途ES,2025-10-01,val
星途ES,2025-11-01,val
星途ES,2025-12-01,val
星途ES,2026-01-01,test
星途ES,2026-02-01,test
星途ES,2026-03-01,test
星途ES,2026-04-01,test
星途ES,2026-05-01,test
星途ES,2026-06-01,test
普拉多,2022-01-01,train
普拉多,2022-02-01,train
普拉多,2022-03-01,train
普拉多,2022-04-01,train
普拉多,2022-05-01,train
普拉多,2022-06-01,train
普拉多,2022-07-01,train
普拉多,2022-08-01,train
普拉多,2022-09-01,train
普拉多,2022-10-01,train
普拉多,2022-11-01,train
普拉多,2022-12-01,train
普拉多,2023-01-01,train
普拉多,2023-02-01,train
普拉多,2023-03-01,train
普拉多,2023-04-01,train
普拉多,2023-05-01,train
普拉多,2023-06-01,train
普拉多,2023-07-01,train
普拉多,2023-08-01,train
普拉多,2023-09-01,train
普拉多,2023-10-01,train
普拉多,2023-11-01,train
普拉多,2023-12-01,train
普拉多,2024-01-01,train
普拉多,2024-02-01,train
普拉多,2024-03-01,train
普拉多,2024-04-01,train
普拉多,2024-05-01,train
普拉多,2024-06-01,train
普拉多,2024-07-01,train
普拉多,2024-08-01,train
普拉多,2024-09-01,train
普拉多,2024-10-01,train
普拉多,2024-11-01,train
普拉多,2024-12-01,train
普拉多,2025-01-01,train
普拉多,2025-02-01,train
普拉多,2025-03-01,train
普拉多,2025-04-01,train
普拉多,2025-05-01,train
普拉多,2025-06-01,train
普拉多,2025-07-01,val
普拉多,2025-08-01,val
普拉多,2025-09-01,val
普拉多,2025-10-01,val
普拉多,2025-11-01,val
普拉多,2025-12-01,val
普拉多,2026-01-01,test
普拉多,2026-02-01,test
普拉多,2026-03-01,test
普拉多,2026-04-01,test
普拉多,2026-05-01,test
普拉多,2026-06-01,test
智己L6,2022-01-01,train
智己L6,2022-02-01,train
智己L6,2022-03-01,train
智己L6,2022-04-01,train
智己L6,2022-05-01,train
智己L6,2022-06-01,train
智己L6,2022-07-01,train
智己L6,2022-08-01,train
智己L6,2022-09-01,train
智己L6,2022-10-01,train
智己L6,2022-11-01,train
智己L6,2022-12-01,train
智己L6,2023-01-01,train
智己L6,2023-02-01,train
智己L6,2023-03-01,train
智己L6,2023-04-01,train
智己L6,2023-05-01,train
智己L6,2023-06-01,train
智己L6,2023-07-01,train
智己L6,2023-08-01,train
智己L6,2023-09-01,train
智己L6,2023-10-01,train
智己L6,2023-11-01,train
智己L6,2023-12-01,train
智己L6,2024-01-01,train
智己L6,2024-02-01,train
智己L6,2024-03-01,train
智己L6,2024-04-01,train
智己L6,2024-05-01,train
智己L6,2024-06-01,train
智己L6,2024-07-01,train
智己L6,2024-08-01,train
智己L6,2024-09-01,train
智己L6,2024-10-01,train
智己L6,2024-11-01,train
智己L6,2024-12-01,train
智己L6,2025-01-01,train
智己L6,2025-02-01,train
智己L6,2025-03-01,train
智己L6,2025-04-01,train
智己L6,2025-05-01,train
智己L6,2025-06-01,train
智己L6,2025-07-01,val
智己L6,2025-08-01,val
智己L6,2025-09-01,val
智己L6,2025-10-01,val
智己L6,2025-11-01,val
智己L6,2025-12-01,val
智己L6,2026-01-01,test
智己L6,2026-02-01,test
智己L6,2026-03-01,test
智己L6,2026-04-01,test
智己L6,2026-05-01,test
智己L6,2026-06-01,test
智己L7,2022-01-01,train
智己L7,2022-02-01,train
智己L7,2022-03-01,train
智己L7,2022-04-01,train
智己L7,2022-05-01,train
智己L7,2022-06-01,train
智己L7,2022-07-01,train
智己L7,2022-08-01,train
智己L7,2022-09-01,train
智己L7,2022-10-01,train
智己L7,2022-11-01,train
智己L7,2022-12-01,train
智己L7,2023-01-01,train
智己L7,2023-02-01,train
智己L7,2023-03-01,train
智己L7,2023-04-01,train
智己L7,2023-05-01,train
智己L7,2023-06-01,train
智己L7,2023-07-01,train
智己L7,2023-08-01,train
智己L7,2023-09-01,train
智己L7,2023-10-01,train
智己L7,2023-11-01,train
智己L7,2023-12-01,train
智己L7,2024-01-01,train
智己L7,2024-02-01,train
智己L7,2024-03-01,train
智己L7,2024-04-01,train
智己L7,2024-05-01,train
智己L7,2024-06-01,train
智己L7,2024-07-01,train
智己L7,2024-08-01,train
智己L7,2024-09-01,train
智己L7,2024-10-01,train
智己L7,2024-11-01,train
智己L7,2024-12-01,train
智己L7,2025-01-01,train
智己L7,2025-02-01,train
智己L7,2025-03-01,train
智己L7,2025-04-01,train
智己L7,2025-05-01,train
智己L7,2025-06-01,train
智己L7,2025-07-01,val
智己L7,2025-08-01,val
智己L7,2025-09-01,val
智己L7,2025-10-01,val
智己L7,2025-11-01,val
智己L7,2025-12-01,val
智己L7,2026-01-01,test
智己L7,2026-02-01,test
智己L7,2026-03-01,test
智己L7,2026-04-01,test
智己L7,2026-05-01,test
智己L7,2026-06-01,test
智跑,2022-01-01,train
智跑,2022-02-01,train
智跑,2022-03-01,train
智跑,2022-04-01,train
智跑,2022-05-01,train
智跑,2022-06-01,train
智跑,2022-07-01,train
智跑,2022-08-01,train
智跑,2022-09-01,train
智跑,2022-10-01,train
智跑,2022-11-01,train
智跑,2022-12-01,train
智跑,2023-01-01,train
智跑,2023-02-01,train
智跑,2023-03-01,train
智跑,2023-04-01,train
智跑,2023-05-01,train
智跑,2023-06-01,train
智跑,2023-07-01,train
智跑,2023-08-01,train
智跑,2023-09-01,train
智跑,2023-10-01,train
智跑,2023-11-01,train
智跑,2023-12-01,train
智跑,2024-01-01,train
智跑,2024-02-01,train
智跑,2024-03-01,train
智跑,2024-04-01,train
智跑,2024-05-01,train
智跑,2024-06-01,train
智跑,2024-07-01,train
智跑,2024-08-01,train
智跑,2024-09-01,train
智跑,2024-10-01,train
智跑,2024-11-01,train
智跑,2024-12-01,train
智跑,2025-01-01,train
智跑,2025-02-01,train
智跑,2025-03-01,train
智跑,2025-04-01,train
智跑,2025-05-01,train
智跑,2025-06-01,train
智跑,2025-07-01,val
智跑,2025-08-01,val
智跑,2025-09-01,val
智跑,2025-10-01,val
智跑,2025-11-01,val
智跑,2025-12-01,val
智跑,2026-01-01,test
智跑,2026-02-01,test
智跑,2026-03-01,test
智跑,2026-04-01,test
智跑,2026-05-01,test
智跑,2026-06-01,test
曹操60,2022-01-01,train
曹操60,2022-02-01,train
曹操60,2022-03-01,train
曹操60,2022-04-01,train
曹操60,2022-05-01,train
曹操60,2022-06-01,train
曹操60,2022-07-01,train
曹操60,2022-08-01,train
曹操60,2022-09-01,train
曹操60,2022-10-01,train
曹操60,2022-11-01,train
曹操60,2022-12-01,train
曹操60,2023-01-01,train
曹操60,2023-02-01,train
曹操60,2023-03-01,train
曹操60,2023-04-01,train
曹操60,2023-05-01,train
曹操60,2023-06-01,train
曹操60,2023-07-01,train
曹操60,2023-08-01,train
曹操60,2023-09-01,train
曹操60,2023-10-01,train
曹操60,2023-11-01,train
曹操60,2023-12-01,train
曹操60,2024-01-01,train
曹操60,2024-02-01,train
曹操60,2024-03-01,train
曹操60,2024-04-01,train
曹操60,2024-05-01,train
曹操60,2024-06-01,train
曹操60,2024-07-01,train
曹操60,2024-08-01,train
曹操60,2024-09-01,train
曹操60,2024-10-01,train
曹操60,2024-11-01,train
曹操60,2024-12-01,train
曹操60,2025-01-01,train
曹操60,2025-02-01,train
曹操60,2025-03-01,train
曹操60,2025-04-01,train
曹操60,2025-05-01,train
曹操60,2025-06-01,train
曹操60,2025-07-01,val
曹操60,2025-08-01,val
曹操60,2025-09-01,val
曹操60,2025-10-01,val
曹操60,2025-11-01,val
曹操60,2025-12-01,val
曹操60,2026-01-01,test
曹操60,2026-02-01,test
曹操60,2026-03-01,test
曹操60,2026-04-01,test
曹操60,2026-05-01,test
曹操60,2026-06-01,test
朗逸,2022-01-01,train
朗逸,2022-02-01,train
朗逸,2022-03-01,train
朗逸,2022-04-01,train
朗逸,2022-05-01,train
朗逸,2022-06-01,train
朗逸,2022-07-01,train
朗逸,2022-08-01,train
朗逸,2022-09-01,train
朗逸,2022-10-01,train
朗逸,2022-11-01,train
朗逸,2022-12-01,train
朗逸,2023-01-01,train
朗逸,2023-02-01,train
朗逸,2023-03-01,train
朗逸,2023-04-01,train
朗逸,2023-05-01,train
朗逸,2023-06-01,train
朗逸,2023-07-01,train
朗逸,2023-08-01,train
朗逸,2023-09-01,train
朗逸,2023-10-01,train
朗逸,2023-11-01,train
朗逸,2023-12-01,train
朗逸,2024-01-01,train
朗逸,2024-02-01,train
朗逸,2024-03-01,train
朗逸,2024-04-01,train
朗逸,2024-05-01,train
朗逸,2024-06-01,train
朗逸,2024-07-01,train
朗逸,2024-08-01,train
朗逸,2024-09-01,train
朗逸,2024-10-01,train
朗逸,2024-11-01,train
朗逸,2024-12-01,train
朗逸,2025-01-01,train
朗逸,2025-02-01,train
朗逸,2025-03-01,train
朗逸,2025-04-01,train
朗逸,2025-05-01,train
朗逸,2025-06-01,train
朗逸,2025-07-01,val
朗逸,2025-08-01,val
朗逸,2025-09-01,val
朗逸,2025-10-01,val
朗逸,2025-11-01,val
朗逸,2025-12-01,val
朗逸,2026-01-01,test
朗逸,2026-02-01,test
朗逸,2026-03-01,test
朗逸,2026-04-01,test
朗逸,2026-05-01,test
朗逸,2026-06-01,test
本田CR-V,2022-01-01,train
本田CR-V,2022-02-01,train
本田CR-V,2022-03-01,train
本田CR-V,2022-04-01,train
本田CR-V,2022-05-01,train
本田CR-V,2022-06-01,train
本田CR-V,2022-07-01,train
本田CR-V,2022-08-01,train
本田CR-V,2022-09-01,train
本田CR-V,2022-10-01,train
本田CR-V,2022-11-01,train
本田CR-V,2022-12-01,train
本田CR-V,2023-01-01,train
本田CR-V,2023-02-01,train
本田CR-V,2023-03-01,train
本田CR-V,2023-04-01,train
本田CR-V,2023-05-01,train
本田CR-V,2023-06-01,train
本田CR-V,2023-07-01,train
本田CR-V,2023-08-01,train
本田CR-V,2023-09-01,train
本田CR-V,2023-10-01,train
本田CR-V,2023-11-01,train
本田CR-V,2023-12-01,train
本田CR-V,2024-01-01,train
本田CR-V,2024-02-01,train
本田CR-V,2024-03-01,train
本田CR-V,2024-04-01,train
本田CR-V,2024-05-01,train
本田CR-V,2024-06-01,train
本田CR-V,2024-07-01,train
本田CR-V,2024-08-01,train
本田CR-V,2024-09-01,train
本田CR-V,2024-10-01,train
本田CR-V,2024-11-01,train
本田CR-V,2024-12-01,train
本田CR-V,2025-01-01,train
本田CR-V,2025-02-01,train
本田CR-V,2025-03-01,train
本田CR-V,2025-04-01,train
本田CR-V,2025-05-01,train
